"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-05-01 ~ 2024-05-28"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"15","서울특별시 강남구 삼성동","140-3","0140","0003","선릉대림아크로텔","35.6900","202405","28","37,000","8","개인","법인","2004","선릉로 524","-","중개거래","서울 강남구"
"16","대전광역시 유성구 관평동","940","0940","0000","DTVan-S","32.2350","202405","28","11,300","7","개인","개인","2018","테크노중앙로 50","-","중개거래","대전 유성구"
"17","경기도 용인시 처인구 역북동","745","0745","0000","용인역북 THE 럭스나인","20.1100","202405","28","11,700","9","개인","개인","2019","명지로 24","-","중개거래","경기 용인시처인구"
"18","부산광역시 해운대구 좌동","1475-1","1475","0001","해운대두산위브센티움","28.1900","202405","28","6,950","7","개인","개인","2004","양운로 55","-","중개거래","부산 해운대구"
"19","경기도 수원시 영통구 영통동","945-2","0945","0002","수원영통리슈빌스카이오피스텔","116.9900","202405","28","35,500","12","개인","개인","2006","중부대로 604","-","중개거래","경기 수원시영통구"
"20","서울특별시 마포구 도화동","555","0555","0000","마포 한화 오벨리스크","33.9300","202405","28","42,000","26","개인","개인","2004","마포대로 33","-","중개거래","경기 파주시, 서울 마포구"
"21","서울특별시 관악구 봉천동","875-7","0875","0007","미주(오)","35.6700","202405","28","11,000","9","개인","개인","1990","남부순환로 1794","-","중개거래","서울 관악구"
"22","경기도 하남시 망월동","1079-2","1079","0002","성산타워","19.5322","202405","28","10,000","8","개인","개인","2018","미사강변중앙로 218","-","중개거래","경기 하남시"
"23","경기도 고양시 일산동구 백석동","1316","1316","0000","현대밀라트","131.4200","202405","28","51,500","13","개인","개인","2003","경의로 33","-","중개거래","경기 고양시일산동구"
"24","경기도 수원시 팔달구 인계동","1134-9","1134","0009","트윈파크비동","43.4700","202405","28","12,000","4","개인","개인","2005","권선로 753","-","중개거래","경기 수원시팔달구"
"25","경기도 안양시 동안구 관양동","1591","1591","0000","평촌아크로타워","34.3900","202405","28","21,000","8","개인","개인","2007","시민대로 230","-","중개거래","경기 안양시동안구"
"26","인천광역시 연수구 송도동","149","0149","0000","롯데캐슬 캠퍼스타운","29.8257","202405","28","14,900","12","개인","개인","2016","송도과학로27번길 55","-","중개거래","인천 연수구"
"27","서울특별시 서초구 서초동","1339-4","1339","0004","강남 삼부르네상스시티","26.2900","202405","28","41,307","5","개인","기타","2023"," ","-","직거래","-"
"28","경기도 의왕시 삼동","192-49","0192","0049","THE BTS40","39.3800","202405","28","23,000","3","개인","법인","2024","부곡중앙남2길 7","-","직거래","-"
"29","서울특별시 구로구 구로동","512-2","0512","0002","하이빌골드타워","41.4300","202405","28","31,600","12","개인","법인","2019","구로중앙로 107","-","중개거래","서울 마포구"
"30","경기도 시흥시 은행동","644","0644","0000","시흥은계 호반 써밋플레이스","35.0575","202405","28","14,800","15","개인","개인","2019"," ","-","중개거래","경기 시흥시"
"31","서울특별시 강남구 역삼동","736-24","0736","0024","엘지역삼에클라트","28.6400","202405","28","18,800","5","개인","개인","2004","테헤란로20길 19","-","중개거래","서울 강남구"
"32","울산광역시 남구 신정동","181-4","0181","0004","그린뜰","84.8263","202405","28","17,000","5","개인","법인","2019","중앙로230번길 18","-","직거래","-"
"33","부산광역시 연제구 연산동","1361-7","1361","0007","부산 더샵 시티애비뉴","23.9700","202405","28","7,300","26","개인","개인","2015"," ","-","중개거래","부산 연제구"
"34","경상북도 문경시 점촌동","159-4","0159","0004","우진행복아파트","98.9700","202405","28","17,000","4","개인","법인","2016","신흥로 173","-","직거래","-"
"35","경상남도 창원시 마산합포구 동성동","315","0315","0000","호텔엠에스","24.5000","202405","28","2,500","9","개인","개인","2006","해안대로 367","-","중개거래","경남 창원시마산합포구"
"36","인천광역시 부평구 부평동","482-5","0482","0005","센트럴빌","73.1950","202405","28","18,000","12","개인","개인","2016","부일로19번길 23","-","중개거래","인천 부평구"
"37","광주광역시 서구 치평동","1202-2","1202","0002","랜드피아오피스텔","30.4200","202405","28","5,000","11","개인","개인","2005","상무중앙로 114","-","중개거래","광주 서구"
"38","서울특별시 구로구 구로동","512-2","0512","0002","하이빌골드타워","41.4300","202405","28","31,600","12","개인","법인","2019","구로중앙로 107","20240617","중개거래","서울 마포구"
"39","서울특별시 서초구 서초동","1445-1","1445","0001","해링턴 타워 서초","42.1013","202405","28","70,000","12","개인","개인","2023","효령로 310","-","중개거래","서울 서초구"
"40","서울특별시 동대문구 답십리동","494-1","0494","0001","한일노벨리아","19.0500","202405","28","13,000","5","개인","개인","2016","천호대로 289","-","중개거래","서울 동대문구"
"41","경상남도 김해시 어방동","531-7","0531","0007","목연오피스텔","39.3300","202405","28","3,300","2","개인","개인","2002","인제로170번길 21-13","-","중개거래","경남 김해시"
"42","서울특별시 강남구 역삼동","837-13","0837","0013","강남역 와이즈 플레이스","26.9800","202405","28","25,000","13","개인","법인","2013","강남대로66길 14","-","중개거래","서울 강남구"
"43","서울특별시 광진구 중곡동","639-6","0639","0006","정익제이타워2차","15.9300","202405","28","19,000","12","개인","개인","2020","천호대로 537","-","중개거래","서울 광진구"
"44","경기도 부천시 소사구 소사본동","65-13","0065","0013","순영엠타워","52.8683","202405","28","26,500","11","개인","개인","2020"," 8","-","중개거래","경기 부천시소사구"
"45","제주특별자치도 제주시 애월읍 하귀2리","1308-1","1308","0001","가온프라이빗1차","84.9600","202405","28","21,500","3","개인","법인","2018","항몽로 40","-","중개거래","제주 제주시"
"46","서울특별시 마포구 아현동","437-3","0437","0003","고려아카데미텔","23.1000","202405","28","14,000","5","개인","개인","1987","마포대로 196","20240529","중개거래","서울 마포구"
"47","경기도 안양시 동안구 관양동","1724","1724","0000","안양 KTOWN 오피스텔","17.9700","202405","28","14,300","6","개인","개인","2019","동편로 22","-","중개거래","경기 안양시동안구"
"48","서울특별시 광진구 중곡동","639-6","0639","0006","정익제이타워2차","15.9300","202405","28","19,500","9","개인","개인","2020","천호대로 537","-","중개거래","서울 광진구"
"49","전북특별자치도 전주시 완산구 효자동3가","1525-1","1525","0001","1동(1525-1)","40.5925","202405","28","10,000","5","법인","개인","2013"," 194","-","중개거래","전북 전주시완산구"
"50","서울특별시 마포구 아현동","437-3","0437","0003","고려아카데미텔","23.1000","202405","28","14,000","5","개인","개인","1987","마포대로 196","-","중개거래","서울 마포구"
"51","서울특별시 송파구 문정동","618","0618","0000","파크하비오","26.2000","202405","28","21,500","17","개인","법인",""," ","-","중개거래","서울 송파구"
"52","서울특별시 양천구 목동","907","0907","0000","현대월드타워","38.2200","202405","28","21,500","24","개인","개인","1999","목동서로 77","20240608","중개거래","서울 강서구, 서울 양천구"
"53","경기도 고양시 덕양구 화정동","975-3","0975","0003","동양트레벨2오피스텔","28.4900","202405","28","8,500","10","개인","개인","2003","백양로 85","-","중개거래","경기 고양시덕양구"
"54","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","41.0850","202405","28","28,500","3","개인","개인","2004","성남대로 295","-","중개거래","경기 성남시분당구"
"55","서울특별시 마포구 신공덕동","3-3","0003","0003","블루마리오피스텔","18.0200","202405","28","16,000","5","개인","개인","2017"," ","-","중개거래","서울 마포구"
"56","충청북도 청주시 흥덕구 강서동","459","0459","0000","신해블루지움","22.0800","202405","28","6,150","11","개인","개인","2017","2순환로 1222","-","중개거래","충북 청주시흥덕구"
"57","서울특별시 양천구 목동","907","0907","0000","현대월드타워","38.2200","202405","28","21,500","24","개인","개인","1999","목동서로 77","-","중개거래","서울 강서구, 서울 양천구"
"58","부산광역시 해운대구 우동","643-1","0643","0001","한양수자인 마린 오피스텔","27.2840","202405","28","8,300","6","개인","개인","2013","해운대로570번길 17","-","중개거래","부산 해운대구"
"59","서울특별시 강서구 마곡동","784-11","0784","0011","마곡오드카운티1차","19.6437","202405","28","13,000","9","개인","개인","2016"," ","-","중개거래","서울 강서구"
"60","경상남도 창원시 마산합포구 오동동","318-1","0318","0001","포세이돈하우스","24.7440","202405","28","4,450","3","개인","개인","2017","해안대로 376","-","직거래","-"
"61","경상남도 창원시 마산합포구 오동동","318-1","0318","0001","포세이돈하우스","24.7440","202405","28","4,450","3","개인","개인","2017","해안대로 376","-","직거래","-"
"62","경상남도 창원시 마산합포구 오동동","318-1","0318","0001","포세이돈하우스","24.7440","202405","28","4,450","3","개인","개인","2017","해안대로 376","-","직거래","-"
"63","경상남도 창원시 마산합포구 오동동","318-1","0318","0001","포세이돈하우스","24.7440","202405","28","4,450","3","개인","개인","2017","해안대로 376","-","직거래","-"
"64","경상남도 창원시 마산합포구 오동동","318-1","0318","0001","포세이돈하우스","24.7440","202405","28","4,450","3","개인","개인","2017","해안대로 376","-","직거래","-"
"65","서울특별시 성북구 동소문동6가","3-1","0003","0001","시티플레이스","18.3000","202405","28","18,900","4","개인","개인","2015"," ","-","중개거래","서울 성북구"
"66","전북특별자치도 군산시 나운동","805-1","0805","0001","동아26빌딩","23.9400","202405","28","1,650","10","법인","개인","1999"," 342","-","직거래","-"
"67","부산광역시 중구 중앙동4가","86-1","0086","0001","일동미라주더마린","20.0900","202405","28","11,000","7","개인","개인","2021","충장대로13번길 22","-","직거래","-"
"68","경상남도 창원시 성산구 중앙동","99-2","0099","0002","창원 중앙 블루힐스","21.2400","202405","28","6,700","4","개인","개인","2016","용지로 56","-","직거래","-"
"69","광주광역시 동구 동명동","245-16","0245","0016","동명동 센트럴파크","49.3222","202405","28","14,350","8","개인","개인","2020","중앙로 248","-","중개거래","광주 북구"
"70","제주특별자치도 제주시 연동","274-37","0274","0037","디오션시티1차","25.4470","202405","28","7,400","7","법인","개인","2018","신대로18길 47","-","직거래","-"
"71","대구광역시 동구 신암동","259-6","0259","0006","(259-6)","19.8200","202405","28","5,800","13","개인","법인","2017","신암남로 103","-","직거래","-"
"72","울산광역시 남구 신정동","651-3","0651","0003","비발디칸","81.5507","202405","28","17,500","7","개인","법인","2017","중앙로167번길 12","-","직거래","-"
"73","서울특별시 강동구 명일동","47-2","0047","0002","고덕역 갑을명가시티 오피스텔","17.8600","202405","28","13,000","3","개인","개인","2018","동남로75길 27","-","직거래","-"
"74","서울특별시 금천구 시흥동","888-14","0888","0014","신영메트로시티","18.2700","202405","28","15,000","7","개인","개인","2021","시흥대로54길 31","-","직거래","-"
"75","서울특별시 금천구 시흥동","888-14","0888","0014","신영메트로시티","18.2700","202405","28","15,000","7","개인","개인","2021","시흥대로54길 31","-","직거래","-"
"76","인천광역시 부평구 부평동","431-12","0431","0012","부평 신일유스테이션 오피스텔","35.4200","202405","28","12,000","19","개인","개인","2014","부평대로 140","-","중개거래","인천 부평구"
"77","경기도 용인시 기흥구 보정동","1261-1","1261","0001","(1261-1)","13.0880","202405","28","6,490","9","법인","개인","2005","죽현로 8-22","-","중개거래","경기 용인시기흥구"
"78","대전광역시 유성구 봉명동","536-9","0536","0009","홍인오피스텔","33.9800","202405","28","3,550","8","개인","개인","1992","대학로 28","-","중개거래","대전 유성구"
"79","부산광역시 연제구 연산동","588-14","0588","0014","큐브아이 오피스텔","20.2260","202405","28","4,400","6","법인","개인","2015","거제천로230번길 71","-","중개거래","부산 수영구, 부산 연제구"
"80","서울특별시 송파구 문정동","624","0624","0000","송파 아이파크","25.8700","202405","28","22,800","14","개인","법인","2015","법원로 55","-","중개거래","서울 송파구"
"81","부산광역시 연제구 연산동","1310-9","1310","0009","(1310-9)","20.2475","202405","28","3,700","7","개인","개인","2002","중앙대로1054번길 17","-","중개거래","부산 해운대구"
"82","경기도 용인시 수지구 동천동","899","0899","0000","분당 수지 유타워","23.6800","202405","28","17,000","7","개인","법인",""," ","-","중개거래","경기 용인시수지구"
"83","대전광역시 유성구 관평동","940","0940","0000","DTVan-S","32.2350","202405","28","11,300","7","개인","개인","2018","테크노중앙로 50","20240610","중개거래","대전 유성구"
"84","대전광역시 유성구 봉명동","550-9","0550","0009","K-town","26.5305","202405","28","5,330","3","개인","법인","2015","계룡로105번길 24","-","중개거래","대전 유성구"
"85","서울특별시 강남구 역삼동","707-1","0707","0001","두꺼비빌딩","25.9200","202405","28","18,000","7","개인","개인","1990","테헤란로 310","-","중개거래","서울 강남구"
"86","서울특별시 종로구 내수동","72","0072","0000","경희궁의 아침 3단지","37.5000","202405","28","29,500","2","개인","개인","2004","사직로8길 34","-","중개거래","서울 종로구"
"87","경기도 의정부시 의정부동","496-3","0496","0003","동양레쉬빌II","24.4500","202405","28","7,600","6","개인","개인","2005","신흥로240번길 26","-","중개거래","경기 의정부시"
"88","서울특별시 노원구 중계동","506","0506","0000","(506)","80.9600","202405","28","50,000","6","개인","개인","2005","동일로203가길 29","-","중개거래","서울 노원구"
"89","경상남도 진주시 평거동","300-2","0300","0002","순화 씨저스팰리스 오피스텔","23.5600","202405","28","1,900","5","개인","개인","2006","진양호로 195-5","-","중개거래","경남 진주시"
"90","경기도 부천시 원미구 중동","1125-1","1125","0001","루미아트","73.5000","202405","28","22,000","4","개인","개인","2004"," 38","-","중개거래","경기 부천시 원미구"
"91","인천광역시 연수구 송도동","4-1","0004","0001","송도 더샵 퍼스트월드","60.8060","202405","28","18,500","4","개인","개인","2009","해돋이로 107","-","중개거래","인천 연수구"
"92","서울특별시 양천구 목동","961","0961","0000","목동 현대 하이페리온2","94.4860","202405","28","148,000","15","개인","개인","2006","오목로 300","-","중개거래","서울 양천구"
"93","경기도 고양시 일산동구 장항동","753","0753","0000","청원레이크빌","32.1100","202405","28","8,800","12","개인","개인","1999","중앙로1275번길 86-23","-","중개거래","경기 고양시 일산서구"
"94","경기도 안양시 동안구 관양동","1597","1597","0000","평촌월드빌","32.2200","202405","28","16,200","10","개인","개인","2004","시민대로 295","-","중개거래","경기 안양시 동안구, 경기 안양시 만안구"
"95","서울특별시 송파구 신천동","29","0029","0000","롯데월드타워앤드롯데월드몰","203.8400","202405","28","740,000","55","법인","개인","2017","올림픽로 300","-","중개거래","서울 강남구, 서울 송파구"
"96","부산광역시 해운대구 중동","1775-1","1775","0001","해운대롯데캐슬비치 101동","165.7500","202405","28","81,500","18","개인","개인","2003","달맞이길 41","-","중개거래","경남 김해시, 부산 해운대구"
"97","인천광역시 남동구 논현동","66-5","0066","0005","논현유호엔시티 2단지","39.0300","202405","28","11,000","5","개인","법인","2013","포구로 45","-","직거래","-"
"98","경기도 성남시 수정구 태평동","3507","3507","0000","웅진베어스빌","57.2600","202405","28","33,500","17","개인","개인","2019","탄리로 73","-","중개거래","경기 성남시 수정구"
"99","제주특별자치도 제주시 연동","274-37","0274","0037","디오션시티1차","25.4470","202405","28","7,400","7","법인","개인","2018","신대로18길 47","-","중개거래","제주 제주시"
"100","서울특별시 송파구 문정동","624","0624","0000","송파 아이파크","53.5500","202405","28","60,500","15","개인","개인","2015","법원로 55","-","중개거래","서울 송파구"
"101","경기도 시흥시 배곧동","233","0233","0000","배곧헤리움 어반크로스 2차","40.1000","202405","28","18,700","5","개인","개인","2018","서울대학로264번길 50","-","중개거래","경기 시흥시"
"102","경기도 수원시 영통구 원천동","605","0605","0000","더샵 광교레이크시티","21.9018","202405","28","18,500","40","개인","개인","2022","광교호수공원로 20","-","중개거래","경기 수원시 영통구"
"103","경기도 평택시 평택동","316","0316","0000","롯데인벤스 스카이","109.0780","202405","28","25,500","7","개인","개인","2008","평택로 17","-","중개거래","경기 평택시"
"104","경기도 안산시 단원구 선부동","971-2","0971","0002","봄날하우스","49.8875","202405","28","23,100","5","공공기관","개인","2024","지곡로3길 26","-","직거래","-"
"105","경기도 안산시 단원구 선부동","971-2","0971","0002","봄날하우스","53.5175","202405","28","25,000","5","공공기관","개인","2024","지곡로3길 26","-","직거래","-"
"106","경기도 안산시 단원구 선부동","971-2","0971","0002","봄날하우스","57.4025","202405","28","26,850","5","공공기관","개인","2024","지곡로3길 26","-","직거래","-"
"107","경기도 안산시 단원구 선부동","971-2","0971","0002","봄날하우스","54.8225","202405","28","25,400","5","공공기관","개인","2024","지곡로3길 26","-","직거래","-"
"108","경기도 안산시 단원구 선부동","971-2","0971","0002","봄날하우스","58.4525","202405","28","27,050","4","공공기관","개인","2024","지곡로3길 26","-","직거래","-"
"109","경기도 안산시 단원구 선부동","971-2","0971","0002","봄날하우스","57.4025","202405","28","26,850","4","공공기관","개인","2024","지곡로3길 26","-","직거래","-"
"110","경기도 안산시 단원구 선부동","971-2","0971","0002","봄날하우스","57.4025","202405","28","26,850","4","공공기관","개인","2024","지곡로3길 26","-","직거래","-"
"111","경기도 안산시 단원구 선부동","971-2","0971","0002","봄날하우스","58.4525","202405","28","27,050","4","공공기관","개인","2024","지곡로3길 26","-","직거래","-"
"112","경상남도 창원시 성산구 대원동","121","0121","0000","더시티세븐","175.6100","202405","28","74,000","38","법인","법인","2009","원이대로 320","-","직거래","-"
"113","서울특별시 종로구 낙원동","58-1","0058","0001","종로오피스텔","29.7000","202405","27","18,500","9","개인","개인","1994","삼일대로30길 21","-","중개거래","서울 종로구"
"114","서울특별시 영등포구 여의도동","17","0017","0000","여의도 the? 아일랜드 파크","62.1800","202405","27","101,000","11","개인","개인","2006","의사당대로 38","-","중개거래","서울 영등포구"
"115","경기도 부천시 원미구 상동","530-1","0530","0001","디아뜨갤러리4","31.5900","202405","27","9,500","11","개인","개인","2005"," 19-45","-","중개거래","경기 부천시원미구"
"116","서울특별시 마포구 염리동","164-4","0164","0004","삼부골든타워","40.4950","202405","27","35,000","4","개인","개인","2003","독막로 295","-","중개거래","서울 마포구"
"117","인천광역시 미추홀구 숭의동","33-234","0033","0234","스카이시티 201동","83.5720","202405","27","19,100","4","개인","개인","2019","장천로112번길 44","-","중개거래","인천 미추홀구"
"118","경기도 부천시 원미구 중동","1141","1141","0000","코스모폴리탄","71.9100","202405","27","22,500","13","개인","개인","2005"," 272","-","중개거래","경기 부천시원미구"
"119","서울특별시 강남구 세곡동","587","0587","0000","강남 지웰파인즈","38.3610","202405","27","23,100","7","개인","개인","2016","헌릉로569길 9","20240721","직거래","-"
"120","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","40.7900","202405","27","27,000","10","개인","개인","2003","장미로 78","-","중개거래","경기 성남시분당구, 경기 하남시"
"121","서울특별시 은평구 진관동","100-2","0100","0002","은평뉴타운 신한 헤센스마트","20.0400","202405","27","10,000","5","개인","개인","2017","통일로 1020","-","직거래","-"
"122","경기도 의정부시 호원동","460-4","0460","0004","라온힐조","24.5160","202405","27","9,000","20","개인","개인","2017","평화로190번길 16","-","중개거래","경기 의정부시"
"123","경기도 안양시 동안구 호계동","1040","1040","0000","힐스테이트 범계역 모비우스","49.2240","202405","27","43,500","15","개인","개인","2021","시민대로 190","-","중개거래","경기 안양시동안구"
"124","대전광역시 서구 둔산동","939","0939","0000","매그놀리아","49.4200","202405","27","14,300","15","개인","개인","2008","청사로 148","-","중개거래","대전 서구, 대전 유성구"
"125","서울특별시 영등포구 여의도동","28-3","0028","0003","여의도파크센터","114.9700","202405","27","165,000","25","개인","개인","2007","여의대로 8","-","중개거래","서울 영등포구"
"126","경기도 고양시 일산동구 백석동","1325","1325","0000","디아뜨 크리스탈","34.1800","202405","27","11,200","6","개인","개인","2004","일산로 16","-","중개거래","경기 고양시일산동구"
"127","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","48.6600","202405","27","39,000","7","개인","법인","2004","황새울로 234","-","중개거래","경기 성남시분당구"
"128","충청북도 청주시 청원구 오창읍 양청리","810-2","0810","0002","오창 롯데캐슬 더 하이스트","47.2986","202405","27","15,500","7","개인","개인","2018","중부로 760","-","중개거래","충북 청주시청원구"
"129","대전광역시 서구 탄방동","723","0723","0000","더 포레뷰","36.0180","202405","27","26,882","7","법인","법인","2023","문정로89번길 37","20240619","직거래","-"
"130","경기도 고양시 일산동구 장항동","746-1","0746","0001","양우로데오시티플러스","29.9600","202405","27","8,200","4","개인","개인","2004","무궁화로 7-45","-","중개거래","경기 고양시일산동구"
"131","서울특별시 송파구 문정동","620","0620","0000","송파푸르지오시티","30.0000","202405","27","23,800","13","개인","개인","2013","새말로 62","-","중개거래","서울 송파구"
"132","경기도 하남시 망월동","1100","1100","0000","힐스테이트미사역그랑파사쥬(12-1BL)","22.3486","202405","27","13,000","14","개인","개인","2020","미사강변동로 95","-","중개거래","경기 하남시"
"133","대구광역시 중구 문화동","10-58","0010","0058","동성로 레몬시티 오피스텔","27.1770","202405","27","15,526","12","개인","법인","2023","동성로12길 43","-","중개거래","대구 중구"
"134","인천광역시 미추홀구 주안동","214-14","0214","0014","지산홈타운","59.8800","202405","27","10,050","5","개인","법인","2016"," 15-13","-","직거래","-"
"135","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","29.9600","202405","27","21,000","3","개인","개인","2013","충민로 5","-","중개거래","서울 송파구"
"136","서울특별시 용산구 한강로3가","16-91","0016","0091","(16-91)","28.3500","202405","27","33,000","3","법인","개인","1990","이촌로 5","-","중개거래","서울 용산구"
"137","경기도 김포시 풍무동","864","0864","0000","테라스테이","17.7100","202405","27","13,000","4","개인","개인","2019","풍무로 196","-","중개거래","경기 김포시"
"138","경기도 김포시 풍무동","864","0864","0000","테라스테이","17.7100","202405","27","13,000","2","개인","개인","2019","풍무로 196","-","중개거래","경기 김포시"
"139","서울특별시 동대문구 장안동","466-9","0466","0009","(466-9)","35.0000","202405","27","10,000","3","개인","개인","1999","천호대로 451","-","중개거래","서울 동대문구"
"140","부산광역시 해운대구 중동","1267-3","1267","0003","코스모시티","30.7312","202405","27","10,000","24","개인","개인","2015"," ","-","직거래","-"
"141","경기도 안산시 단원구 성곡동","838-5","0838","0005","마리나큐브1차","39.5454","202405","27","25,920","28","개인","법인","2023","시화호수로 633","-","직거래","-"
"142","경상남도 창원시 성산구 상남동","76-1","0076","0001","스타 타워즈","61.4475","202405","27","12,000","12","개인","개인","2005","중앙대로100번길 14","-","직거래","-"
"143","부산광역시 연제구 연산동","1361-7","1361","0007","부산 더샵 시티애비뉴","23.2300","202405","27","8,600","23","개인","개인","2015"," ","-","중개거래","부산 연제구"
"144","인천광역시 남동구 간석동","570-3","0570","0003","샬레오피스텔","27.6900","202405","27","4,800","7","개인","개인","2004","백범로 475","-","직거래","-"
"145","서울특별시 영등포구 양평동2가","22-1","0022","0001","스카이시티","18.1800","202405","27","11,800","7","개인","개인","2014","영등포로 14-3","-","중개거래","서울 영등포구"
"146","서울특별시 송파구 방이동","38-4","0038","0004","벨리시모 오피스텔","19.5300","202405","27","14,700","4","개인","개인","2013","오금로11길 29-11","-","중개거래","서울 송파구"
"147","인천광역시 서구 청라동","152-2","0152","0002","청라레이크뷰","36.9700","202405","27","12,500","10","개인","개인","2016","크리스탈로 94","-","중개거래","인천 서구"
"148","인천광역시 서구 청라동","160-1","0160","0001","청라린스트라우스","59.9920","202405","27","23,900","11","개인","개인","2013","청라라임로 85","-","중개거래","인천 서구"
"149","인천광역시 남동구 간석동","570-3","0570","0003","샬레오피스텔","28.3000","202405","27","4,940","7","개인","개인","2004","백범로 475","-","직거래","-"
"150","인천광역시 남동구 간석동","570-3","0570","0003","샬레오피스텔","24.1900","202405","27","4,230","7","개인","개인","2004","백범로 475","-","직거래","-"
"151","인천광역시 남동구 간석동","570-3","0570","0003","샬레오피스텔","24.1900","202405","27","4,230","7","개인","개인","2004","백범로 475","-","직거래","-"
"152","인천광역시 남동구 간석동","570-3","0570","0003","샬레오피스텔","24.1900","202405","27","4,230","7","개인","개인","2004","백범로 475","-","직거래","-"
