"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-01 ~ 2025-04-28"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"49","대구광역시 동구 신천동","292-6","0292","0006","동대구 유성 푸르나임","월세","28.7700","202504","28","500","55","17","2014","동부로22길 48","202504~202604","신규","-","",""
"50","경기도 수원시 권선구 서둔동","453","0453","0000","5th Avenue","전세","29.0000","202504","28","16,500","0","6","2022","권선로381번길 1","202505~202605","갱신","-","16,000","0"
"51","경기도 화성시 능동","1065-2","1065","0002","동탄 퍼스트빌스타","월세","20.1500","202504","28","500","47","7","2014","동탄원천로 354-11","202504~202704","갱신","-","500","41"
"52","경기도 화성시 능동","1065-3","1065","0003","동탄 푸르지오 시티","월세","33.7400","202504","28","1,000","67","15","2013","동탄원천로 360","202505~202605","신규","-","",""
"53","경기도 성남시 분당구 백현동","529","0529","0000","판교역 SK HUB","전세","31.1500","202504","28","27,500","0","6","2014","판교역로 109","202505~202705","신규","-","",""
"54","인천광역시 부평구 부평동","542-80","0542","0080","엘비스33","전세","42.7700","202504","28","12,700","0","9","2017"," ","202505~202705","신규","-","",""
"55","인천광역시 부평구 부평동","513-2","0513","0002","베네시안","월세","71.5400","202504","28","1,000","85","6","2015"," ","202505~202605","신규","-","",""
"56","인천광역시 부평구 부평동","954","0954","0000","부평구청역대명벨리온","월세","31.4900","202504","28","1,000","76","27","2019"," ","202505~202705","신규","-","",""
"57","전북특별자치도 전주시 덕진구 장동","1111","1111","0000","대방 디엠시티","월세","21.0000","202504","28","1,000","50","29","2020"," 77","202504~202604","신규","-","",""
"58","부산광역시 사상구 모라동","873","0873","0000","THE HILL","월세","26.8100","202504","28","1,000","50","8","2024","사상로 484-11","202504~202604","신규","-","",""
"59","경기도 부천시 소사구 심곡본동","747-34","0747","0034","보강센트럴빌아파트","전세","43.4100","202504","28","10,400","0","3","2003"," 11","202505~202705","신규","-","",""
"60","대구광역시 달서구 감삼동","504-1","0504","0001","죽전역 한양아이클래스","월세","28.3100","202504","28","1,000","40","7","2014"," ","202505~202605","신규","-","",""
"61","전라남도 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202504","28","300","39","6","2015","상야3길 8","202505~202605","갱신","-","300","38"
"62","부산광역시 수영구 광안동","118-2","0118","0002","성우이린타워","월세","27.2300","202504","28","1,000","60","18","2019","수영로618번길 4","202504~202604","신규","-","",""
"63","전라남도 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","전세","57.5800","202504","28","12,000","0","12","2015","상야3길 8","202506~202706","신규","-","",""
"64","충청남도 아산시 배방읍 장재리","1721","1721","0000","코아루 테크노시티 오피스텔","전세","33.6600","202504","28","13,000","0","4","2021","희망로46번길 8","202505~202705","신규","-","",""
"65","충청남도 아산시 배방읍 장재리","1729","1729","0000","천안아산 미소지움","월세","41.2700","202504","28","1,000","70","8","2018","희망로46번길 11-9","202505~202605","신규","-","",""
"66","경기도 부천시 소사구 소사본동","137-7","0137","0007","성원 J class","전세","64.3800","202504","28","30,000","0","2","2022"," 13","202506~202706","신규","-","",""
"67","경기도 부천시 소사구 소사본동","65-6","0065","0006","소사역 힐스센텀","전세","57.0700","202504","28","26,970","0","4","2017"," 376","202507~202707","신규","-","",""
"68","부산광역시 수영구 광안동","333-34","0333","0034","세종엠클래스B","월세","28.7600","202504","28","14,000","5","4","2018","수영로507번길 20","202506~202706","신규","-","",""
"69","충청남도 아산시 둔포면 석곡리","1999","1999","0000","(1999)","월세","30.6100","202504","28","300","44","2","2017","산업밸리길 22","202504~202604","신규","-","",""
"70","경기도 화성시 능동","1065-3","1065","0003","동탄 푸르지오 시티","월세","32.0600","202504","28","12,000","15","14","2013","동탄원천로 360","202505~202605","신규","-","",""
"71","경기도 성남시 중원구 도촌동","577","0577","0000","도촌동 577오피스텔","월세","45.1200","202504","28","4,945","14","7","2023","도촌로8번길 29","202503~202706","갱신","-","1,465","34"
"72","경기도 화성시 능동","1052-4","1052","0004","이너매스골드","전세","20.1000","202504","28","4,500","0","14","2011","동탄하나1길 66-11","202505~202705","신규","-","",""
"73","서울특별시 강서구 등촌동","641-8","0641","0008","베르데하우스","월세","27.9000","202504","28","5,000","75","4","2021","화곡로64길 63","-","-","-","",""
"74","경기도 화성시 능동","1064-1","1064","0001","오디세이 더 테라스뷰","월세","16.1800","202504","28","500","50","12","2017","동탄하나1길 47-2","202504~202604","신규","-","",""
"75","경기도 하남시 망월동","1081","1081","0000","효성헤링턴타워퍼스트 미사역","월세","20.0400","202504","28","9,900","7","20","2018","아리수로 570","202505~202705","갱신","-","11,000","0"
"76","서울특별시 서초구 서초동","1601-7","1601","0007","더 칸톤 서초","월세","52.7500","202504","28","1,000","285","4","2024","효령로55길 10","202505~202605","신규","-","",""
"77","서울특별시 강서구 등촌동","656-36","0656","0036","아이디움","월세","17.3100","202504","28","1,000","52","11","2014","화곡로64길 28","202505~202605","신규","-","",""
"78","서울특별시 강서구 등촌동","633-24","0633","0024","등촌동 Y HAUS 오피스텔","전세","28.3000","202504","28","25,000","0","2","2020","공항대로59다길 39","202506~202706","신규","-","",""
"79","서울특별시 강서구 등촌동","656-58","0656","0058","등촌 미르웰 한올림 3차","전세","14.4100","202504","28","13,230","0","10","2018","공항대로45길 25","202506~202706","신규","-","",""
"80","경기도 안양시 동안구 관양동","1724","1724","0000","안양 KTOWN 오피스텔","월세","30.2400","202504","28","1,000","80","3","2019","동편로 22","202504~202604","신규","-","",""
"81","인천광역시 미추홀구 도화동","985-2","0985","0002","힐스테이트 도화 더테라스","전세","84.2300","202504","28","20,000","0","11","2025","염전로168번길 14","202505~202705","신규","-","",""
"82","인천광역시 미추홀구 도화동","985-2","0985","0002","힐스테이트 도화 더테라스","전세","84.5000","202504","28","23,000","0","17","2025","염전로168번길 14","202505~202705","신규","-","",""
"83","인천광역시 미추홀구 도화동","985-2","0985","0002","힐스테이트 도화 더테라스","월세","84.8800","202504","28","1,500","110","15","2025","염전로168번길 14","202505~202605","신규","-","",""
"84","서울특별시 강서구 등촌동","656-58","0656","0058","등촌 미르웰 한올림 3차","전세","14.4100","202504","28","13,500","0","10","2018","공항대로45길 25","202506~202706","신규","-","",""
"85","서울특별시 강서구 등촌동","628-17","0628","0017","강변샤르망3단지","전세","58.3600","202504","28","31,500","0","2","2005","공항대로45길 95","202506~202706","갱신","사용","30,000","0"
"86","서울특별시 강서구 등촌동","656-52","0656","0052","강서메트로칸","월세","18.7500","202504","28","10,500","5","2","2013","공항대로45가길 11","202505~202605","갱신","-","10,800","4"
"87","경기도 성남시 분당구 금곡동","172","0172","0000","씨티밸리","월세","35.4000","202504","28","10,000","47","2","2003","성남대로171번길 17","202505~202705","신규","-","",""
"88","서울특별시 강서구 등촌동","828","0828","0000","(115-6)","월세","22.6000","202504","28","1,000","95","7","2020","강서로74길 52","202505~202605","신규","-","",""
"89","서울특별시 강서구 등촌동","828","0828","0000","(115-6)","월세","22.6000","202504","28","1,000","95","7","2020","강서로74길 52","202505~202605","신규","-","",""
"90","서울특별시 강서구 등촌동","685","0685","0000","경동미르웰양천향교2차","월세","29.6800","202504","28","25,200","6","13","2020","강서로56가길 166","202505~202705","갱신","사용","25,500","0"
"91","서울특별시 강서구 등촌동","685","0685","0000","경동미르웰양천향교2차","전세","29.6800","202504","28","25,000","0","12","2020","강서로56가길 166","202505~202705","갱신","-","24,000","0"
"92","서울특별시 강서구 등촌동","628","0628","0000","등촌동노블리움오피스텔","월세","54.5200","202504","28","2,000","130","9","2005","양천로 500","202505~202705","신규","-","",""
"93","서울특별시 강서구 등촌동","847","0847","0000","호성스카이오피스텔","전세","26.7900","202504","28","20,470","0","7","2020","양천로 396","202506~202706","신규","-","",""
"94","서울특별시 강서구 등촌동","649-12","0649","0012","더프라임","전세","28.3300","202504","28","36,000","0","8","2022","공항대로 505","202505~202705","신규","-","",""
"95","경기도 용인시 수지구 상현동","1116","1116","0000","광교2차 푸르지오시티 A동","월세","22.8500","202504","28","12,000","25","7","2014","광교중앙로295번길 25","202504~202604","신규","-","",""
"96","경기도 용인시 수지구 상현동","1116-3","1116","0003","광교2차 푸르지오시티 B동","월세","24.2800","202504","28","10,000","34","8","2014","광교중앙로295번길 13","202507~202607","신규","-","",""
"97","서울특별시 강서구 등촌동","656-57","0656","0057","센트럴시티","전세","14.8400","202504","28","14,960","0","12","2020","공항대로 417","202504~202704","갱신","-","16,000","0"
"98","서울특별시 강서구 등촌동","656-57","0656","0057","센트럴시티","월세","14.9100","202504","28","1,000","68","11","2020","공항대로 417","202506~202606","신규","-","",""
"99","경기도 안양시 동안구 관양동","1588-6","1588","0006","평촌라츠오피스텔","월세","75.5700","202504","28","15,000","30","11","2005","부림로 171","202504~203005","신규","-","",""
"100","경상남도 양산시 물금읍 범어리","2715-8","2715","0008","범서미라클","월세","54.7700","202504","28","1,000","70","7","2017"," ","202505~202605","신규","-","",""
"101","경기도 수원시 팔달구 인계동","1036-6","1036","0006","인계 오피앙 오피스텔","월세","19.1400","202504","28","500","37","14","2004","인계로 132","202505~202604","신규","-","",""
"102","서울특별시 서초구 서초동","1338-8","1338","0008","강남역파라디아골드","전세","20.1600","202504","28","18,000","0","15","2017","효령로79길 1","202505~202705","신규","-","",""
"103","서울특별시 서초구 서초동","1338-5","1338","0005","에피소드 서초 393","월세","28.6200","202504","28","1,000","161","6","2021"," ","202505~202605","신규","-","",""
"104","인천광역시 미추홀구 도화동","624-293","0624","0293","재경빌리지A동","월세","77.0700","202504","28","10,000","50","3","2021","수봉로33번길 102-29","202505~202705","신규","-","",""
"105","서울특별시 서초구 서초동","1337-21","1337","0021","현대썬앤빌 서초","월세","19.7500","202504","28","18,000","15","12","2015"," ","202504~202704","신규","-","",""
"106","서울특별시 서초구 서초동","1337-21","1337","0021","현대썬앤빌 서초","월세","26.0700","202504","28","22,900","10","9","2015"," ","202507~202707","신규","-","",""
"107","경기도 파주시 야당동","1050","1050","0000","운정 야당역 헤리움","전세","28.4900","202504","28","12,960","0","12","2019","경의로 1030","202505~202705","갱신","-","14,800","0"
"108","경기도 용인시 수지구 상현동","1117-5","1117","0005","광교2차 푸르지오시티 C동","전세","25.2100","202504","28","14,000","0","4","2014","광교중앙로 305","202505~202705","신규","-","",""
"109","대구광역시 동구 신천동","331-1","0331","0001","부띠끄시티 테라스","전세","25.1100","202504","28","6,200","0","9","2016","동부로26길 1","202505~202705","신규","-","",""
"110","인천광역시 남동구 논현동","617-2","0617","0002","인코아즈","전세","21.6500","202504","28","10,000","0","8","2018","청능대로595번길 13","202506~202706","신규","-","",""
"111","인천광역시 남동구 논현동","743-2","0743","0002","논현시티","월세","54.9300","202504","28","1,000","80","8","2013","앵고개로847번길 72","202505~202605","신규","-","",""
"112","서울특별시 영등포구 영등포동3가","20","0020","0000","WD스퀘어","월세","16.1700","202504","28","15,000","10","6","2020","영중로4길 9","202504~202704","갱신","-","16,000","0"
"113","서울특별시 광진구 화양동","19-2","0019","0002","(19-2)","월세","50.0000","202504","28","2,000","50","6","2013","광나루로16길 6","202505~202705","신규","-","",""
"114","경기도 안양시 동안구 관양동","1588-6","1588","0006","평촌라츠오피스텔","전세","75.5700","202504","28","30,000","0","11","2005","부림로 171","202507~202707","신규","-","",""
"115","경기도 수원시 팔달구 인계동","1036-6","1036","0006","인계 오피앙 오피스텔","전세","19.1400","202504","28","4,500","0","5","2004","인계로 132","202505~202705","신규","-","",""
"116","서울특별시 구로구 구로동","98-12","0098","0012","파인마루오피스텔","월세","20.3000","202504","28","3,000","50","10","2016","구로중앙로18길 17","202504~202704","신규","-","",""
"117","서울특별시 중구 저동2가","7-2","0007","0002","제이매크로 타워","월세","19.3500","202504","28","8,000","50","7","2018","을지로12길 28","202506~202606","신규","-","",""
"118","경기도 안양시 동안구 관양동","1591-12","1591","0012","평촌자이엘라","전세","62.1200","202504","28","40,000","0","20","2019","관평로 183","202507~202707","신규","-","",""
"119","인천광역시 미추홀구 도화동","1040","1040","0000","주안역 미추홀 더리브","월세","83.8600","202504","28","1,000","120","25","2023","경인로325번길 27","202505~202705","신규","-","",""
"120","경기도 부천시 원미구 중동","1300","1300","0000","센트럴파크 푸르지오","전세","68.3600","202504","28","47,000","0","10","2020"," 181","202505~202705","신규","-","",""
"121","경기도 하남시 덕풍동","416-21","0416","0021","(416-21)","월세","25.2900","202504","28","500","40","5","2002","신평로55번길 31","202505~202605","신규","-","",""
"122","경기도 하남시 덕풍동","741","0741","0000","하남푸르지오시티","월세","26.4000","202504","28","10,000","10","5","2013","덕풍동로 111-33","202505~202705","갱신","-","12,000","0"
"123","경기도 하남시 신장동","427-373","0427","0373","하이렉스오피스텔","전세","20.3600","202504","28","6,750","0","14","2015","하남대로801번길 74","202504~202704","갱신","-","8,500","0"
"124","서울특별시 금천구 독산동","877-1","0877","0001","Gold Mountain","전세","37.8000","202504","28","25,900","0","7","2018","독산로108길 10","202505~202705","신규","-","",""
"125","경기도 안양시 동안구 관양동","1505-29","1505","0029","신한데뷰오피스텔","월세","34.6900","202504","28","1,000","70","8","2004","안양판교로 20","202506~202606","신규","-","",""
"126","경기도 안양시 동안구 관양동","1598-1","1598","0001","평촌 동양트레벨파크","월세","43.5800","202504","28","1,000","75","12","2005","시민대로 272","202505~202605","갱신","사용","1,000","72"
"127","경기도 안양시 동안구 관양동","1596","1596","0000","평촌그라테아II","전세","44.4000","202504","28","16,800","0","6","2004","시민대로 287","202506~202706","신규","-","",""
"128","경기도 하남시 신장동","427-159","0427","0159","ICT 하남","월세","43.3300","202504","28","1,000","95","13","2021","신장로 114","202505~202605","갱신","-","1,000","95"
"129","서울특별시 금천구 독산동","333-14","0333","0014","SHIN YOUNG","월세","26.6100","202504","28","3,228","33","5","2022","범안로11길 60","202505~202704","갱신","-","3,040","32"
"130","서울특별시 구로구 구로동","81-1","0081","0001","스페스큐브","월세","35.6900","202504","28","1,000","87","12","2021","가마산로 232","202505~202605","신규","-","",""
"131","경기도 하남시 망월동","1094","1094","0000","e편한세상 시티 미사","월세","35.6300","202504","28","25,000","20","22","2019","미사강변중앙로 200","202506~202706","갱신","-","25,000","0"
"132","경기도 하남시 망월동","1079-2","1079","0002","성산타워","전세","19.5300","202504","28","8,103","0","7","2018","미사강변중앙로 218","202505~202605","갱신","-","8,103","0"
"133","경기도 하남시 망월동","1105","1105","0000","해링턴타워 레이크파크","월세","21.4200","202504","28","500","75","16","2019","미사강변중앙로 174","202505~202605","신규","-","",""
"134","경기도 하남시 망월동","1093-1","1093","0001","미사푸르지오시티 A동","월세","24.4300","202504","28","13,700","20","14","2018","미사강변동로 125","202505~202705","갱신","-","16,000","0"
"135","서울특별시 금천구 독산동","332-25","0332","0025","명남 아크로타워 1","월세","28.8000","202504","28","24,900","5","7","2021","범안로11길 4","202506~202706","신규","-","",""
"136","경기도 하남시 망월동","1106","1106","0000","힐스테이트 에코 미사","월세","36.1000","202504","28","1,000","120","19","2018","미사강변동로 85","202505~202605","신규","-","",""
"137","경기도 하남시 망월동","1096-1","1096","0001","미사푸르지오시티 B동","월세","21.3300","202504","28","150","80","7","2018","미사강변중앙로198번길 29","202504~202507","신규","-","",""
"138","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","월세","24.6600","202504","28","18,200","20","11","2013","충민로 5","202506~202706","신규","-","",""
"139","서울특별시 송파구 문정동","643-1","0643","0001","엠스테이트","월세","29.7900","202504","28","24,000","20","6","2016","법원로 114","202505~202705","신규","-","",""
"140","서울특별시 송파구 문정동","643-1","0643","0001","엠스테이트","전세","32.4300","202504","28","27,800","0","16","2016","법원로 114","202505~202705","갱신","-","27,800","0"
"141","서울특별시 송파구 문정동","652-1","0652","0001","프라비다옥토","월세","18.7500","202504","28","15,300","15","10","2016","법원로4길 17","202505~202705","신규","-","",""
"142","서울특별시 송파구 문정동","652-4","0652","0004","힐스테이트에코문정","월세","20.7900","202504","28","4,500","40","4","2018","법원로4길 10","202505~202605","신규","-","",""
"143","충청남도 천안시 서북구 두정동","1361","1361","0000","새아스빌","월세","31.2000","202504","28","200","35","7","2004","두정상가1길 5","202504~202604","신규","-","",""
"144","경기도 하남시 망월동","1132","1132","0000","퀸즈파크 미사1차","월세","19.2500","202504","28","500","55","3","2019","미사강변동로84번길 20","202505~202605","신규","-","",""
"145","서울특별시 송파구 문정동","618","0618","0000","파크하비오","월세","25.0800","202504","28","18,855","5","9",""," ","202506~202706","갱신","사용","19,125","0"
"146","경기도 하남시 망월동","1079","1079","0000","우성르보아파크","월세","18.0000","202504","28","200","49","5","2018"," ","202505~202605","신규","-","",""
"147","서울특별시 송파구 문정동","618","0618","0000","파크하비오","월세","48.9300","202504","28","30,000","32","12",""," ","202505~202705","갱신","사용","30,000","25"
"148","서울특별시 송파구 문정동","618","0618","0000","파크하비오","월세","25.0800","202504","28","1,000","97","17",""," ","202506~202606","신규","-","",""
"149","경기도 고양시 일산동구 장항동","854-1","0854","0001","양우드라마시티","월세","33.9700","202504","28","500","52","8","2003","백마로213번길 36","202505~202605","신규","-","",""
"150","부산광역시 해운대구 중동","154-2","0154","0002","청마 마이우스(102동)","월세","26.8100","202504","28","300","33","8","2002","대천로42번길 18","202505~202605","신규","-","",""
"151","서울특별시 영등포구 문래동6가","1-1","0001","0001","문래동 현대홈시티1","월세","80.5600","202504","28","5,000","160","15","2004","선유로11길 5","202506~202706","신규","-","",""
