"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-01-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"14","경기도 안양시 만안구 석수동","266-24","0266","0024","써니빌II(103동)","40.6200","23.9100","202401","31","24,500","4","개인","개인","2006","안양로548번길 14-1","-","중개거래","경기 광명시 경기 안양만안구","24.02.05"
"15","경기도 안양시 만안구 석수동","262-6","0262","0006","관악(262-6)","35.0000","28.9750","202401","31","17,800","1","개인","개인","1986","안양로560번길 22","-","중개거래","경기 안양만안구","24.02.01"
"16","울산광역시 동구 방어동","1001-10","1001","0010","대호하이빌6차","76.4500","55.2625","202401","31","12,700","4","개인","개인","2002","꽃바위4길 25-2","-","중개거래","울산 동구","24.02.05"
"17","대전광역시 대덕구 오정동","342-14","0342","0014","대명빌라라동","59.4500","38.3250","202401","31","5,000","4","개인","개인","1993","오정로41번길 54-16","-","중개거래","대전 중구","24.02.05"
"18","인천광역시 서구 연희동","686-2","0686","0002","황해이노빌","35.6000","22.8750","202401","31","7,200","3","개인","개인","2002","연희로8번길 16","-","중개거래","인천 서구","24.01.31"
"19","인천광역시 부평구 부평동","798-30","0798","0030","상록수씨티타운(798-30)","34.1900","19.4200","202401","31","11,000","2","개인","개인","1993","길주로516번길 33","-","중개거래","인천 부평구","24.01.31"
"20","인천광역시 남동구 논현동","111-216","0111","0216","대양빌라(11-12동)","39.3900","26.2500","202401","31","3,000","-1","개인","개인","1990","소래로121번길 11-1","-","직거래","-","24.01.31"
"21","대구광역시 동구 서호동","19-22","0019","0022","(19-22)","66.5980","41.3832","202401","31","23,140","3","법인","법인","2023","경안로105길 66","-","직거래","-","24.02.05"
"22","대구광역시 동구 서호동","19-22","0019","0022","(19-22)","66.5980","41.3832","202401","31","22,900","2","법인","법인","2023","경안로105길 66","-","직거래","-","24.02.05"
"23","대구광역시 동구 서호동","19-22","0019","0022","(19-22)","62.9508","39.1168","202401","31","21,645","2","법인","법인","2023","경안로105길 66","-","직거래","-","24.02.05"
"24","서울특별시 관악구 신림동","571-5","0571","0005","모던하우스","26.8200","15.5629","202401","31","21,000","5","개인","개인","2019","조원중앙로 16","-","직거래","-","24.01.31"
"25","서울특별시 광진구 자양동","775-10","0775","0010","헤렌하우스(775-10)","25.0900","25.9250","202401","31","30,000","4","개인","개인","2015","아차산로45길 16","-","중개거래","서울 광진구","24.02.01"
"26","충청남도 예산군 예산읍 주교리","333-1","0333","0001","오성그린빌라트","59.3400","99.5760","202401","31","4,000","4","개인","개인","1997","예당관광로 748-7","-","직거래","-","24.01.31"
"27","제주특별자치도 제주시 연동","2380","2380","0000","연동휴안2차","84.8290","90.1266","202401","31","51,700","5","개인","개인","2019","성신북길 13","-","직거래","-","24.01.31"
"28","경상남도 김해시 삼방동","33-5","0033","0005","모아빌라C","48.4200","29.7671","202401","31","7,000","1","개인","개인","1994","삼안로131번길 4-8","-","직거래","-","24.01.31"
"29","경기도 광주시 퇴촌면 관음리","230-7","0230","0007","스타포레103동","71.8600","82.3400","202401","31","25,500","2","개인","개인","2021","천진암로 690-7","-","직거래","-","24.02.02"
"30","경기도 남양주시 금곡동","404-168","0404","0168","두승6차","61.2000","67.6700","202401","31","15,500","2","개인","개인","1987","금곡로 21-26","-","직거래","-","24.01.31"
"31","인천광역시 서구 심곡동","325-17","0325","0017","에스원홈타운(325-17)","43.5600","19.2600","202401","31","5,500","-1","개인","개인","2002","용두산로 10-2","-","직거래","-","24.01.31"
"32","인천광역시 부평구 부평동","134-45","0134","0045","대훈탑스빌(1동)","44.1000","14.9800","202401","31","14,500","5","개인","개인","2001","부평문화로129번길 35","-","직거래","-","24.02.01"
"33","서울특별시 강서구 공항동","676-1","0676","0001","칠성하이츠빌","35.3600","20.7500","202401","31","15,000","3","개인","개인","2007","방화대로5다길 11","-","중개거래","서울 강서구","24.02.01"
"34","경기도 안성시 일죽면 주천리","406-1","0406","0001","우성하이츠빌라B동","76.8600","67.7500","202401","31","6,450","1","개인","개인","1998","주래본죽로 91-1","-","중개거래","경기 안성시","24.01.31"
"35","대구광역시 동구 지저동","784-29","0784","0029","형우빌라트","72.0600","45.9450","202401","31","12,000","2","개인","개인","2000","해동로7길 60","-","중개거래","대구 동구","24.02.05"
"36","부산광역시 동구 수정동","758-1","0758","0001","수림힐타워","71.8500","33.2000","202401","31","18,000","5","개인","개인","2016","수정로68번길 13","-","중개거래","부산 동구","24.01.31"
"37","서울특별시 동작구 상도동","299-216","0299","0216","더그린","52.2800","21.5086","202401","31","27,700","4","개인","개인","2011","국사봉2라길 24-6","20240205","중개거래","서울 동작구","-"
"38","서울특별시 양천구 신월동","42-2","0042","0002","삼성충효빌라다동","42.2200","23.4500","202401","31","12,000","4","개인","개인","1996","화곡로 28","-","중개거래","경기 고양일산동구","24.02.01"
"39","서울특별시 은평구 불광동","418-1","0418","0001","베라채","27.3700","18.3000","202401","31","20,000","5","개인","개인","2014","연서로33길 14-20","-","중개거래","서울 용산구","24.02.06"
"40","경기도 광명시 광명동","720-3","0720","0003","신한하이츠빌라(720-3)","29.8800","20.6700","202401","31","13,000","4","개인","개인","1994","새터로12번길 16","-","중개거래","경기 광명시","24.01.31"
"41","인천광역시 서구 검암동","516-12","0516","0012","조양휴캐슬나동","80.5700","76.0710","202401","31","20,000","3","개인","개인","2008","검암로10번길 17-4","-","중개거래","인천 서구","24.01.31"
"42","충청북도 청주시 흥덕구 운천동","818","0818","0000","중앙A동","45.7900","30.7100","202401","31","5,200","2","개인","개인","1989","흥덕로127번길 44","-","중개거래","충북 청주시 흥덕구","24.04.02"
"43","서울특별시 서초구 방배동","854-20","0854","0020","프레스티지A","29.5500","19.5000","202401","31","40,000","5","개인","개인","2017","동광로18길 70","-","중개거래","서울 서초구","24.04.09"
"44","경기도 평택시 진위면 하북리","128-13","0128","0013","하북빌라13동","39.7500","21.6500","202401","31","6,700","4","개인","개인","1991","하북1길 29","-","중개거래","경기 오산시","24.02.13"
"45","제주특별자치도 서귀포시 중문동","1634-4","1634","0004","이도빌리지","57.7599","39.6904","202401","31","13,000","2","개인","법인","2017","중문로 48","-","중개거래","제주 서귀포시","24.02.20"
"46","인천광역시 서구 가정동","511-22","0511","0022","범진빌라1동","35.7500","20.3900","202401","31","6,200","-1","개인","개인","1990","가남로 387-1","-","중개거래","인천 서구","24.02.08"
"47","서울특별시 광진구 구의동","35-43","0035","0043","삼성아트빌라","37.8600","17.7200","202401","31","18,000","4","개인","개인","1995","자양로44다길 29","-","중개거래","서울 광진구","24.05.13"
"48","경기도 성남시 중원구 성남동","4117-4","4117","0004","현대빌리지","76.8200","33.4250","202401","31","35,000","3","개인","개인","2002","둔촌대로101번길 6-9","-","중개거래","경기 성남시중원구","24.04.15"
"49","경기도 광주시 송정동","60-1","0060","0001","뉴빌텔C동","29.3400","18.3180","202401","31","6,800","2","개인","개인","2001","광주대로97번길 8-2","-","중개거래","경기 광주시","24.02.26"
"50","서울특별시 강동구 천호동","363-17","0363","0017","한강아리가","38.5300","23.7000","202401","31","39,800","2","개인","개인","2019","천중로 64-19","-","중개거래","서울 강동구","24.02.08"
"51","서울특별시 동작구 사당동","300-33","0300","0033","강남로얄빌라8차","32.2500","21.0000","202401","31","21,800","3","개인","개인","1991","사당로16사길 55","-","중개거래","서울 동작구","24.03.20"
"52","충청북도 충주시 중앙탑면 용전리","686","0686","0000","서충주신도시코아루더테라스","84.1862","106.6142","202401","31","39,000","5","개인","개인","2019","원앙9길 10","-","중개거래","충북 충주시","24.03.08"
"53","경기도 성남시 중원구 성남동","2496","2496","0000","유한빌리지B동","72.4500","27.3530","202401","31","30,000","4","개인","개인","2001","광명로110번길 4","-","중개거래","경기 성남시중원구","24.02.14"
"54","경기도 안산시 상록구 부곡동","696-3","0696","0003","부자명가(696-3)","54.0450","27.0700","202401","31","19,000","5","개인","개인","2016","성호로9안길 7","-","중개거래","경기 안산시상록구","24.02.29"
"55","서울특별시 강서구 화곡동","1040-6","1040","0006","대신마이빌","76.5200","41.3400","202401","31","30,250","2","개인","개인","2002","화곡로13길 66-16","-","중개거래","서울 강서구","24.02.27"
"56","서울특별시 양천구 목동","231-25","0231","0025","동우씨티빌","36.9900","23.6440","202401","31","15,700","-1","개인","법인","1997","목동중앙본로20길 19","-","중개거래","서울 양천구","24.02.23"
"57","서울특별시 용산구 후암동","30-40","0030","0040","(30-40)","64.3300","42.9800","202401","31","70,000","2","개인","개인","2013","후암로34길 30","-","중개거래","서울 용산구","24.02.07"
"58","인천광역시 강화군 강화읍 갑곳리","438-3","0438","0003","창대","62.8300","84.8604","202401","31","10,300","3","개인","개인","2008","강화대로248번길 24-4","-","중개거래","인천 강화군","24.02.23"
"59","인천광역시 남동구 만수동","931-2","0931","0002","금성빌라(931-2)","36.2400","18.5400","202401","31","8,300","1","개인","개인","1994","복개동로 18-10","-","중개거래","인천 남동구","24.02.21"
"60","서울특별시 서대문구 홍은동","265-383","0265","0383","갤러리하우스","58.8900","32.7600","202401","31","39,250","2","개인","개인","2021","연희로37길 41","-","중개거래","서울 마포구, 서울 서대문구","24.02.29"
"61","서울특별시 강북구 미아동","722-1","0722","0001","신한빌라","61.5200","34.1000","202401","31","30,000","4","개인","개인","2009","도봉로29길 85","-","중개거래","서울 강북구","24.03.19"
"62","경기도 양주시 덕계동","415-3","0415","0003","선경빌라601동","71.1600","39.0000","202401","31","11,500","1","개인","개인","2003","평화로 1402-21","-","중개거래","경기 양주시","24.02.08"
"63","서울특별시 용산구 후암동","27-9","0027","0009","THE-Y27","57.6900","49.8000","202401","31","90,000","4","개인","법인","2023","후암로34가길 19","-","중개거래","경기 성남시중원구, 서울 용산구","24.03.26"
"64","경기도 안산시 상록구 수암동","469-1","0469","0001","삼성아트빌","54.9800","35.1720","202401","31","18,500","2","개인","개인","2013","수암2길 17","-","중개거래","경기 안산시상록구","24.04.05"
"65","인천광역시 미추홀구 용현동","130-15","0130","0015","오성빌리지","59.4400","21.3800","202401","31","9,000","4","개인","개인","2002","수봉남로12번길 54","-","중개거래","인천 미추홀구","24.04.15"
"66","인천광역시 서구 가좌동","372-5","0372","0005","이화빌라(372-5)","32.0300","19.8400","202401","31","5,300","-1","개인","개인","1990","여우재로86번안길 5","-","중개거래","인천 서구","24.02.16"
"67","인천광역시 서구 가좌동","306-1","0306","0001","한마음","49.6600","49.6200","202401","31","14,000","1","개인","개인","1986","장고개로 340","-","중개거래","인천 서구","24.04.01"
"68","부산광역시 금정구 남산동","319-4","0319","0004","원일","59.8300","69.0875","202401","31","11,800","2","개인","개인","1979","팔송로39번길 16","-","중개거래","부산 금정구","24.02.29"
"69","서울특별시 강북구 미아동","767-2","0767","0002","성일아트빌","42.3400","24.0600","202401","31","20,000","2","개인","개인","2013","삼양로54가길 14","-","중개거래","서울 강북구","24.02.28"
"70","서울특별시 서초구 반포동","76-8","0076","0008","레이나","28.7700","19.4350","202401","31","48,000","4","개인","개인","2021","서래로4길 27","-","중개거래","서울 서초구","24.03.12"
"71","서울특별시 마포구 대흥동","507","0507","0000","승현베스트빌","46.8000","27.1200","202401","31","35,000","3","개인","개인","2003","독막로40길 18","-","중개거래","서울 마포구, 서울 중구","24.03.29"
"72","서울특별시 동작구 상도1동","764-3","0764","0003","그린골드맨션","79.2300","40.5900","202401","31","54,000","1","개인","개인","2002","상도로37길 11","-","중개거래","서울 동작구","24.04.05"
"73","서울특별시 강북구 수유동","30-3","0030","0003","현대그랑빌(30-3)","52.5600","26.0300","202401","31","26,000","2","개인","개인","2003","삼각산로34길 35","-","중개거래","서울 강북구","-"
"74","서울특별시 강남구 역삼동","740-7","0740","0007","역삼파크빌(740-7)","20.0600","13.1000","202401","31","20,000","4","개인","개인","2013","논현로79길 30-7","-","중개거래","서울 강남구","24.02.19"
"75","제주특별자치도 서귀포시 대정읍 보성리","2405","2405","0000","라온프라이빗에듀","84.9828","147.3172","202401","31","65,000","2","개인","개인","2014","에듀시티로 74","-","직거래","-","24.02.28"
"76","강원특별자치도 평창군 평창읍 하리","78","0078","0000","신라","58.5000","69.9880","202401","31","9,000","2","개인","개인","1987","향교길 80","-","직거래","-","24.02.29"
"77","제주특별자치도 제주시 삼양일동","1589-17","1589","0017","삼양파크빌","94.8400","61.9200","202401","31","17,000","4","개인","개인","2010","선사로8길 72","-","중개거래","제주 제주시","24.03.07"
"78","제주특별자치도 제주시 해안동","2043","2043","0000","해안회성푸르니","72.5856","141.4279","202401","31","27,500","3","개인","개인","2016","노형로 66-4","-","중개거래","제주 제주시","24.02.29"
"79","경상북도 포항시 남구 대송면 제내리","1117","1117","0000","협성국민주택","56.5200","49.9600","202401","31","2,400","2","개인","개인","1986","제내길44번길 7","-","직거래","-","24.02.28"
"80","경상북도 경산시 중방동","882-11","0882","0011","한진하이츠","75.2800","54.4800","202401","31","9,800","3","개인","개인","2001","경안로36길 22-16","-","중개거래","경북 경산시","24.03.05"
"81","경기도 광주시 능평동","338-35","0338","0035","모우림타운하우스(101동)","84.8300","142.2600","202401","31","45,000","1","개인","개인","2012","능평로 46-34","-","중개거래","경기 광주시","24.02.29"
"82","경기도 광주시 신현동","511-144","0511","0144","로얄타운(3동)","64.5200","75.8110","202401","31","37,500","3","개인","개인","2016","새말길 283","-","직거래","-","24.02.29"
"83","경기도 화성시 정남면 괘랑리","903-7","0903","0007","거성빌라","36.4700","20.6875","202401","31","4,100","4","개인","개인","1993","만년로 587","-","직거래","-","24.02.29"
"84","경기도 광주시 양벌동","699-1","0699","0001","현대빌리지(나동)","58.1600","50.7500","202401","31","23,000","4","개인","개인","2015","양촌안길 43-2","-","직거래","-","24.02.27"
"85","경기도 포천시 설운동","105-4","0105","0004","은성빌라(나동)","43.8550","28.8400","202401","31","5,000","1","개인","개인","1996","호국로929번길 41","-","중개거래","경기 포천시","24.03.25"
"86","경기도 광주시 문형동","144-55","0144","0055","문형2차낙원타운(214동)","51.4700","67.5400","202401","31","20,000","1","개인","개인","2014","오포로 571-66","-","직거래","-","24.02.19"
"87","경기도 화성시 안녕동","180-417","0180","0417","동진빌라A,B동","39.9100","25.9375","202401","31","5,000","2","개인","개인","1991","안녕북길 57-5","-","중개거래","경기 화성시","24.02.27"
"88","경상북도 영주시 풍기읍 동부리","315-1","0315","0001","관동빌라","75.5700","85.2700","202401","31","6,000","2","개인","개인","2005","동양대로72번길 45-2","-","직거래","-","24.01.31"
"89","충청남도 부여군 부여읍 동남리","292-72","0292","0072","한일","48.7800","71.1667","202401","31","3,000","3","개인","개인","1983","서동로99번길 28","-","직거래","-","24.02.05"
"90","대구광역시 동구 서호동","19-22","0019","0022","(19-22)","66.5980","41.3832","202401","31","23,365","4","법인","법인","2023","경안로105길 66","-","직거래","-","24.02.05"
"91","대구광역시 동구 서호동","19-22","0019","0022","(19-22)","66.5980","41.3832","202401","31","23,365","5","법인","법인","2023","경안로105길 66","-","직거래","-","24.02.05"
"92","대구광역시 동구 서호동","19-22","0019","0022","(19-22)","62.9508","39.1168","202401","31","22,085","5","법인","법인","2023","경안로105길 66","-","직거래","-","24.02.05"
"93","부산광역시 부산진구 초읍동","412-1","0412","0001","우성리치빌","67.9900","47.3042","202401","31","17,400","2","개인","개인","2014","성지로122번길 50-1","20240202","중개거래","부산 부산진구","-"
"94","부산광역시 수영구 민락동","316-6","0316","0006","무지개원룸","26.2000","18.2160","202401","31","12,630","3","개인","개인","1996","감포로8번길 95","-","직거래","-","24.01.31"
"95","부산광역시 사하구 신평동","111-213","0111","0213","신평시장상가","38.5400","18.6900","202401","31","4,000","3","개인","개인","1980","다대로134번길 44","-","직거래","-","24.02.02"
"96","서울특별시 중랑구 면목동","174-98","0174","0098","우성쉐르빌","29.5000","19.5542","202401","31","28,000","2","개인","개인","2016","겸재로10길 10","20240224","중개거래","서울 중랑구","-"
"97","경기도 광주시 신현동","627-11","0627","0011","휴먼씨티뷰(102동)","81.7300","82.6400","202401","31","23,000","-1","개인","개인","2010","머루숯길 73-7","-","직거래","-","24.02.20"
"98","경기도 구리시 수택동","437-72","0437","0072","영진빌라트2차A동","70.2900","42.4176","202401","31","29,000","2","개인","개인","2001","안골로56번길 59-11","-","중개거래","경기 구리시","24.02.28"
"99","부산광역시 수영구 광안동","1063-5","1063","0005","월드스카이","18.2100","12.2346","202401","31","12,500","4","개인","법인","2017","연수로392번길 43","-","중개거래","부산 수영구","24.03.05"
"100","경상남도 합천군 합천읍 합천리","1588","1588","0000","한미리치빌3차101동102동","59.8400","77.6250","202401","31","17,700","3","개인","개인","2012","핫들1로 45","-","중개거래","경남 합천군","24.03.06"
"101","전라남도 광양시 금호동","624-1","0624","0001","백합(624-1)","59.3700","154.7530","202401","31","5,500","1","개인","개인","1988","금호로 41","-","중개거래","전남 광양시","24.02.29"
"102","전북특별자치도 익산시 영등동","255-45","0255","0045","동북거북빌라가동","77.4000","73.3750","202401","31","8,800","2","개인","개인","2007","보석로3길 34","-","중개거래","전북 익산시","24.02.21"
"103","제주특별자치도 서귀포시 하효동","731","0731","0000","하효동이도빌리지","81.8863","68.9909","202401","31","25,000","5","개인","개인","2018","효돈순환로 272","-","중개거래","제주 서귀포시","24.02.16"
"104","전라남도 해남군 해남읍 구교리","123-2","0123","0002","성흥빌라","80.2200","58.6500","202401","31","11,450","2","개인","개인","2010","구교1길 33-5","-","중개거래","전남 해남군","24.02.13"
"105","경기도 용인시 수지구 신봉동","925","0925","0000","웰스톤시티앤웰스톤애비뉴","20.8400","13.5000","202401","31","7,700","2","개인","법인","2015","신봉2로 60","-","직거래","-","24.02.22"
"106","전라남도 여수시 안산동","435-2","0435","0002","로얄빌리지","73.9800","70.0800","202401","31","13,500","2","개인","개인","2015","안산2길 5-18","-","중개거래","전남 여수시","24.02.29"
"107","서울특별시 서초구 방배동","809-6","0809","0006","플라워빌Ⅱ","66.9200","40.4250","202401","31","67,000","4","개인","개인","2018","방배로32길 17-15","-","중개거래","서울 서초구","24.02.16"
"108","서울특별시 강동구 천호동","39-9","0039","0009","미래위너스","29.9600","19.1600","202401","31","26,400","4","개인","개인","2016","상암로 156","-","중개거래","서울 강동구","24.02.06"
"109","경기도 광주시 송정동","413-120","0413","0120","베일리하우스(102동)","62.9950","108.5000","202401","31","23,500","1","개인","개인","2017","중앙로346번길 43","-","중개거래","경기 광주시","24.03.19"
"110","경기도 광주시 회덕동","336-1","0336","0001","부성쉐르빌(103동)","59.1250","61.2200","202401","31","19,500","2","개인","개인","2017","회덕길28번길 27-2","-","중개거래","경기 광주시","24.02.28"
"111","서울특별시 구로구 온수동","86-10","0086","0010","에코그린빌","29.5600","23.8500","202401","31","23,900","2","개인","개인","2019","부일로1길 128-24","-","직거래","-","24.02.22"
"112","서울특별시 강서구 화곡동","156-6","0156","0006","도원솔비치","40.7700","25.2118","202401","31","25,000","4","개인","개인","2015","강서로18길 92-13","-","중개거래","서울 강서구","24.03.22"
"113","경기도 부천시 소사구 송내동","327","0327","0000","동림아트빌","29.9200","23.3317","202401","31","13,800","5","개인","개인","2013","경인로3번길 38","-","중개거래","경기 부천시소사구","24.02.28"
"114","경기도 고양시 덕양구 벽제동","507-5","0507","0005","늘푸른마을107동","63.1900","69.2800","202401","31","13,990","2","개인","개인","2009","보광로 74-1","-","중개거래","경기 파주시","24.03.20"
"115","경기도 고양시 덕양구 내유동","105-3","0105","0003","동화빌라103동","59.9100","55.1000","202401","31","3,000","-1","개인","개인","2009","내유길131번길 7","-","직거래","-","24.02.06"
"116","서울특별시 도봉구 도봉동","575-15","0575","0015","석천하이츠(575-15)","48.0800","28.5000","202401","31","15,000","3","개인","개인","1996","도봉산3길 78-20","-","중개거래","서울 도봉구","24.02.06"
"117","강원특별자치도 평창군 대관령면 용산리","678","0678","0000","평창스카이테라하우스","31.8205","44.6756","202401","31","12,500","1","개인","개인","2016","솔봉로 278-84","-","직거래","-","24.02.06"
"118","부산광역시 금정구 구서동","414-36","0414","0036","대흥빌라","64.2450","29.5875","202401","31","15,200","4","개인","개인","2002","수림로50번길 137","-","중개거래","부산 금정구","24.02.07"
"119","제주특별자치도 제주시 오라삼동","2965-1","2965","0001","i-고운B","84.3800","190.4083","202401","31","46,000","1","개인","개인","2015","연오로 61-14","-","중개거래","제주 제주시","24.02.27"
"120","경기도 의왕시 삼동","152-13","0152","0013","뷰티개나리","59.8800","41.8000","202401","31","20,000","1","개인","개인","2002","부곡초등1길 5","-","직거래","-","24.02.29"
"121","경기도 남양주시 화도읍 묵현리","274-16","0274","0016","대우빌라(104동)","61.4700","44.2900","202401","31","13,000","3","개인","법인","1997","묵현로양현2길 19-4","-","중개거래","경기 남양주시","24.04.09"
"122","경기도 파주시 야당동","39-12","0039","0012","영풍주택1,2동","51.2900","58.2500","202401","31","15,000","1","개인","개인","2009","운정1길 53-52","-","중개거래","경기 파주시","24.02.28"
"123","경기도 용인시 처인구 유방동","289-8","0289","0008","유림1차빌라","58.1000","34.5840","202401","31","11,300","1","개인","개인","1996","백옥대로1392번길 23-11","-","중개거래","경기 용인시처인구","24.02.16"
"124","경기도 의왕시 삼동","200-7","0200","0007","예인빌라","74.1000","47.5000","202401","31","44,200","1","개인","개인","1997","부곡중앙북10길 9","-","중개거래","경기 의왕시","-"
"125","경기도 용인시 처인구 양지면 양지리","619-10","0619","0010","달빛마을(나동)","67.3200","36.3670","202401","31","13,500","3","법인","개인","2003","양지로133번길 9-7","-","중개거래","경기 용인시처인구","24.02.19"
"126","경기도 안산시 단원구 대부북동","598-9","0598","0009","현우(598-9)","74.5700","100.1250","202401","31","11,200","1","개인","개인","2000","대남로 42","-","중개거래","경기 안산시단원구","24.03.15"
"127","서울특별시 양천구 신월동","80-5","0080","0005","비에스하우징3차","24.6500","15.5700","202401","31","20,000","6","개인","개인","2019","남부순환로35길 13","-","중개거래","서울 양천구","24.02.16"
"128","경기도 의정부시 호원동","462-26","0462","0026","동남빌라(2동)","50.5200","31.0310","202401","31","9,200","3","개인","개인","2002","평화로168번길 21","-","중개거래","경기 의정부시","24.04.02"
"129","경기도 부천시 오정구 오정동","585-12","0585","0012","복지빌라다동","27.3600","31.1800","202401","31","8,200","2","개인","개인","1990","부천로456번길 26","-","중개거래","경기 부천시오정구","24.03.29"
"130","경기도 부천시 오정구 원종동","140-11","0140","0011","삼원빌라나동","44.8800","34.5750","202401","31","12,000","4","개인","개인","1995","성오로136번길 18","-","중개거래","경기 부천시오정구","24.02.23"
"131","경기도 부천시 원미구 약대동","94-11","0094","0011","월드빌라(94-11)","59.9700","37.5000","202401","31","13,000","-1","개인","개인","1997","중동로388번길 11","-","중개거래","경기 부천시오정구","24.03.06"
"132","경기도 부천시 오정구 원종동","135-15","0135","0015","삼다빌라나동","39.5100","33.3600","202401","31","13,000","1","개인","개인","1993","소사로797번길 35","-","중개거래","경기 부천시오정구","24.04.18"
"133","인천광역시 부평구 갈산동","180-19","0180","0019","대원빌라(209동)","35.0400","25.3200","202401","31","8,600","1","개인","개인","1994","부평대로260번길 31","-","중개거래","인천 부평구","24.04.25"
"134","경기도 광주시 장지동","14","0014","0000","중앙파크빌(B동)","52.2350","59.6250","202401","31","20,500","2","개인","개인","2014","장지1길 45-12","-","중개거래","경기 광주시","24.03.06"
