"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-01 ~ 2025-04-30"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"11","서울특별시 강서구 화곡동","870-25","0870","0025","모아빌1","월세","36.4200","202504","30","11,520","7","4","2007","곰달래로37길 27","202506~202706","신규","-","","","연립다세대"
"12","부산광역시 남구 용호동","536-26","0536","0026","엘마르빌","전세","65.0900","202504","30","1,000","0","1","2018","용호로232번길 71","202505~202705","신규","-","","","연립다세대"
"13","부산광역시 남구 문현동","545-190","0545","0190","오성(A)","전세","57.8760","202504","30","9,000","0","1","2002","황령대로90번나길 6","202505~202705","신규","-","","","연립다세대"
"14","부산광역시 남구 문현동","223-157","0223","0157","대성","전세","53.4600","202504","30","6,700","0","1","1979","수영로69번가길 54","202505~202705","신규","-","","","연립다세대"
"15","서울특별시 강서구 화곡동","362-66","0362","0066","웰스하이빌(362-66)","월세","29.8800","202504","30","2,000","80","3","2013","가로공원로78가길 55","202505~202705","신규","-","","","연립다세대"
"16","서울특별시 강서구 화곡동","56-536","0056","0536","살렘하우스6차(56-536)","전세","36.9600","202504","30","9,160","0","5","2001","초록마을로18길 2","202506~202706","신규","-","","","연립다세대"
"17","서울특별시 중랑구 묵동","142","0142","0000","장미","월세","72.5900","202504","30","23,000","10","1","1982","동일로144길 73","202506~202706","신규","-","","","연립다세대"
"18","부산광역시 북구 구포동","1202-1","1202","0001","(1202-1)","전세","44.1000","202504","30","6,000","0","4","2014","팽나무로56번길 15-1","202506~202706","신규","-","","","연립다세대"
"19","인천광역시 미추홀구 학익동","314-14","0314","0014","가온빌","전세","66.4100","202504","30","5,000","0","3","2024","재넘이길9번길 63","202504~202704","신규","-","","","연립다세대"
"20","부산광역시 북구 구포동","885-3","0885","0003","예그리나","월세","26.6400","202504","30","1,000","30","4","2012","백양대로1064번길 50","202505~202605","신규","-","","","연립다세대"
"21","부산광역시 해운대구 반송동","275-4","0275","0004","예진빌라","월세","37.1700","202504","30","300","25","1","1995","아랫반송로5번길 190-17","202504~202704","신규","-","","","연립다세대"
"22","서울특별시 중랑구 묵동","202-15","0202","0015","MAIBAUM","월세","12.4000","202504","30","1,000","50","5","2010","동일로148길 28","202505~202705","신규","-","","","연립다세대"
"23","부산광역시 해운대구 중동","1486-4","1486","0004","스카이가든","전세","74.9150","202504","30","11,000","0","1","1992","달맞이길117번다길 154","202505~202705","신규","-","","","연립다세대"
"24","서울특별시 중랑구 묵동","178-16","0178","0016","미리하우스","전세","29.9700","202504","30","15,500","0","3","2014","공릉로2길 28-20","202506~202706","갱신","-","15,000","0","연립다세대"
"25","서울특별시 동대문구 이문동","255-238","0255","0238","대성빌리지","월세","26.9000","202504","30","16,000","24","2","2018","신이문로2길 25","202506~202706","신규","-","","","연립다세대"
"26","부산광역시 사하구 괴정동","457-11","0457","0011","동민월드빌라","전세","60.8900","202504","30","7,300","0","4","1996","오작로8번길 65","202505~202705","신규","-","","","연립다세대"
"27","인천광역시 미추홀구 숭의동","294-32","0294","0032","삼성아트빌(294-32)","전세","55.6250","202504","30","7,800","0","2","2001","장천로24번길 15","202506~202706","신규","-","","","연립다세대"
"28","인천광역시 동구 송림동","101-36","0101","0036","성현아트빌","전세","39.0100","202504","30","5,859","0","4","2001","새천년로34번길 7","202504~202704","갱신","-","8,000","0","연립다세대"
"29","서울특별시 중랑구 중화동","457","0457","0000","중화동힐스페이스","전세","43.4900","202504","30","28,500","0","2","2018","봉화산로26길 62","202506~202706","갱신","사용","27,500","0","연립다세대"
"30","부산광역시 금정구 서동","147-21","0147","0021","서동연립","월세","42.5100","202504","30","500","25","1","1981","서부로64번길 10","202505~202705","신규","-","","","연립다세대"
"31","부산광역시 연제구 거제동","38-1","0038","0001","엘리시움","전세","20.6100","202504","30","11,000","0","4","2024","거제대로230번길 30","202506~202706","신규","-","","","연립다세대"
"32","부산광역시 수영구 망미동","201-1","0201","0001","산정아파트1-3동","전세","47.1100","202504","30","9,000","0","1","1979","구락로 120","202505~202705","신규","-","","","연립다세대"
"33","부산광역시 수영구 광안동","131-26","0131","0026","제이엠하우스","월세","17.8750","202504","30","2,000","14","4","2017","감포로 13-5","202506~202706","신규","-","","","연립다세대"
"34","서울특별시 중랑구 면목동","1550","1550","0000","봄작시티50","월세","33.1400","202504","30","32,000","25","5","2021","봉우재로 50","202505~202705","신규","-","","","연립다세대"
"35","부산광역시 수영구 광안동","127-33","0127","0033","강남럭스빌2","전세","23.6900","202504","30","7,000","0","5","2016","무학로52번길 21","202505~202705","갱신","-","7,000","0","연립다세대"
"36","부산광역시 수영구 광안동","333-34","0333","0034","세종엠클래스B","월세","23.5400","202504","30","14,000","15","4","2018","수영로507번길 20","202506~202706","신규","-","","","연립다세대"
"37","서울특별시 중랑구 상봉동","215-6","0215","0006","홍익빌라","전세","64.7000","202504","30","20,000","0","2","1989","상봉중앙로9길 5","202506~202706","신규","-","","","연립다세대"
"38","서울특별시 중랑구 상봉동","105-14","0105","0014","팰리스빌","월세","29.4900","202504","30","15,000","26","7","2018","봉우재로33길 42-10","202505~202705","신규","-","","","연립다세대"
"39","서울특별시 마포구 성산동","165-79","0165","0079","무지개빌라","월세","89.0700","202504","30","300","35","1","1977","새터산11길 16","202505~202705","신규","-","","","연립다세대"
"40","서울특별시 중랑구 상봉동","104-31","0104","0031","현대아트빌","전세","65.6900","202504","30","26,000","0","3","2006","면목로92가길 5-10","202505~202604","갱신","-","25,000","0","연립다세대"
"41","서울특별시 중랑구 상봉동","127-23","0127","0023","드림하우스","월세","15.0500","202504","30","11,000","25","5","2011","동일로111길 20","202505~202705","갱신","사용","14,000","10","연립다세대"
"42","부산광역시 수영구 광안동","110-10","0110","0010","에스에이치창","월세","16.8200","202504","30","500","40","3","2017","수영로636번길 69","202504~202604","신규","-","","","연립다세대"
"43","부산광역시 수영구 광안동","333-34","0333","0034","세종엠클래스B","월세","23.5400","202504","30","14,000","15","4","2018","수영로507번길 20","202507~202707","신규","-","","","연립다세대"
"44","서울특별시 중랑구 면목동","88-15","0088","0015","삼성베스트빌34차","전세","28.8100","202504","30","23,000","0","3","2021","상봉로17길 21-11","202504~202704","신규","-","","","연립다세대"
"45","서울특별시 강서구 화곡동","1079-9","1079","0009","선하우스","월세","36.7200","202504","30","1,000","60","2","2002","화곡로26길 22","202506~202706","신규","-","","","연립다세대"
"46","서울특별시 마포구 성산동","200-110","0200","0110","아성뜨란채","전세","33.8200","202504","30","27,000","0","4","2018","새터산12길 13","202507~202707","신규","-","","","연립다세대"
"47","경기도 광명시 소하동","34-12","0034","0012","휴먼포레스트2","전세","22.9800","202504","30","8,000","0","5","2013","금하로 541-8","202506~202606","갱신","사용","8,000","0","연립다세대"
"48","서울특별시 마포구 성산동","59-12","0059","0012","녹색친구들","월세","14.8200","202504","30","4,968","14","3","2017","성산로6길 21-9","202505~202705","신규","-","","","연립다세대"
"49","서울특별시 강서구 화곡동","394-25","0394","0025","가람빌","월세","29.8200","202504","30","12,700","20","5","2011","강서로18길 62-22","202505~202705","신규","-","","","연립다세대"
"50","서울특별시 강서구 화곡동","370-27","0370","0027","미래하이츠B동(370-27)","전세","59.8800","202504","30","18,000","0","1","2001","가로공원로78길 45-12","202504~202511","신규","-","","","연립다세대"
"51","서울특별시 마포구 연남동","568-43","0568","0043","행운원룸","월세","33.0800","202504","30","9,000","35","2","2003","동교로25길 54-5","202505~202605","신규","-","","","연립다세대"
"52","서울특별시 중구 신당동","432-724","0432","0724","황금하이츠빌라","월세","31.4900","202504","30","1,000","50","-1","1991","다산로5길 12","202504~202704","신규","-","","","연립다세대"
"53","서울특별시 강서구 화곡동","1083-29","1083","0029","다니엘하우스(1083-29)","월세","28.3800","202504","30","1,500","55","2","2012","화곡로20길 33-13","202506~202706","신규","-","","","연립다세대"
"54","서울특별시 강서구 화곡동","1096-7","1096","0007","힐하우스A,B동","전세","67.4800","202504","30","14,333","0","5","2011","우장산로15길 39-3","202503~202703","갱신","-","13,650","0","연립다세대"
"55","서울특별시 마포구 연남동","493-18","0493","0018","참솔아트빌","월세","62.6600","202504","30","12,000","65","4","2004","연남로5길 52-4","202505~202705","신규","-","","","연립다세대"
"56","경기도 광명시 광명동","729-3","0729","0003","서울파크빌리지(729-3)","전세","45.6700","202504","30","17,000","0","2","1994","도덕로28번안길 25-11","202506~202706","신규","-","","","연립다세대"
"57","서울특별시 중구 신당동","347-285","0347","0285","다산희경주택","월세","58.0500","202504","30","300","80","4","2014","다산로12길 29-1","202504~202606","갱신","사용","300","80","연립다세대"
"58","서울특별시 강서구 내발산동","720-22","0720","0022","예원원룸","월세","24.9100","202504","30","500","50","1","2003","강서로45나길 19-4","202505~202704","신규","-","","","연립다세대"
"59","서울특별시 양천구 목동","548-5","0548","0005","THE한울","월세","21.3000","202504","30","17,000","20","2","2020","목동중앙본로29길 23","202506~202706","신규","-","","","연립다세대"
"60","서울특별시 강서구 내발산동","715-3","0715","0003","영광빌라","전세","99.4800","202504","30","21,000","0","3","1984","강서로45길 92-28","202505~202705","갱신","-","20,000","0","연립다세대"
"61","경기도 광명시 광명동","126-17","0126","0017","금반석시티빌14차","전세","30.2700","202504","30","13,000","0","2","2000","오리로938번길 3","202504~202707","신규","-","","","연립다세대"
"62","경기도 광명시 광명동","287-16","0287","0016","정상캐슬","전세","73.4800","202504","30","29,000","0","4","2014","광명로861번길 9","202504~202704","갱신","-","26,000","0","연립다세대"
"63","서울특별시 강서구 공항동","658-5","0658","0005","현대홈타운","월세","40.9600","202504","30","3,000","100","4","2015","방화대로7가길 35","202505~202605","신규","-","","","연립다세대"
"64","서울특별시 강서구 방화동","645-20","0645","0020","하얀집","월세","29.8800","202504","30","17,500","29","5","2019","개화동로23길 12-7","202506~202706","신규","-","","","연립다세대"
"65","서울특별시 구로구 구로동","1288","1288","0000","대우스위트힐","전세","37.0400","202504","30","20,000","0","1","2018","가마산로9길 7","202506~202706","신규","-","","","연립다세대"
"66","서울특별시 구로구 구로동","740-34","0740","0034","(740-34)","전세","42.1800","202504","30","13,000","0","4","1994","구로동로22길 40","202504~202609","갱신","-","13,000","0","연립다세대"
"67","경기도 부천시 오정구 고강동","362-15","0362","0015","금강하이츠빌","전세","51.7800","202504","30","11,700","0","3","2002","고강로140번길 27","202504~202704","갱신","-","13,500","0","연립다세대"
"68","서울특별시 구로구 구로동","429-255","0429","0255","다온캐슬2동","월세","37.8700","202504","30","150","90","1","2017","가마산로20다길 5","202505~202508","신규","-","","","연립다세대"
"69","서울특별시 구로구 가리봉동","89-28","0089","0028","동산빌라A동(89-28)","월세","55.9800","202504","30","300","35","-1","1991","구로동로2나길 25","202504~202601","신규","-","","","연립다세대"
"70","서울특별시 구로구 개봉동","202-15","0202","0015","(202-15)","전세","15.7500","202504","30","5,500","0","3","2012","남부순환로97길 20-7","202505~202505","갱신","-","5,500","0","연립다세대"
"71","서울특별시 구로구 개봉동","323-11","0323","0011","(323-11)","월세","64.6200","202504","30","21,000","25","3","2012","개봉로17라길 7","202508~202708","신규","-","","","연립다세대"
"72","서울특별시 구로구 개봉동","23-28","0023","0028","거성빌라6동","월세","31.6800","202504","30","5,000","10","1","1990","고척로21나길 88-91","202504~202704","신규","-","","","연립다세대"
"73","경기도 부천시 오정구 원종동","347","0347","0000","에덴스위트빌(347-0)","전세","44.8800","202504","30","10,000","0","5","2002","삼작로423번길 14","202506~202706","신규","-","","","연립다세대"
"74","서울특별시 구로구 오류동","97-4","0097","0004","서울가든빌라1단지","전세","45.9000","202504","30","14,000","0","1","1987","경인로 83","202504~202704","신규","-","","","연립다세대"
"75","서울특별시 구로구 오류동","31-62","0031","0062","아이빌","전세","43.3150","202504","30","15,000","0","4","2012","고척로16가길 4","202504~202704","갱신","-","15,000","0","연립다세대"
"76","경기도 부천시 오정구 오정동","544-6","0544","0006","세영하이츠","전세","59.4600","202504","30","9,100","0","-1","2001","부천로476번가길 97","202506~202706","신규","-","","","연립다세대"
"77","경기도 부천시 오정구 오정동","570-3","0570","0003","선진그린빌(570-3)4동","전세","51.3000","202504","30","10,800","0","3","2003","부천로470번길 66","202506~202706","신규","-","","","연립다세대"
"78","서울특별시 구로구 궁동","213-21","0213","0021","우신빌라","전세","39.8600","202504","30","9,000","0","3","1988","오리로 1265","202506~202706","신규","-","","","연립다세대"
"79","서울특별시 금천구 가산동","236-5","0236","0005","유원블리스가산","월세","16.5400","202504","30","17,700","13","12","2022","두산로9길 85","202506~202706","갱신","사용","20,000","0","연립다세대"
"80","서울특별시 양천구 목동","504-18","0504","0018","현대예가","전세","29.5500","202504","30","40,000","0","6","2018","목동중앙북로10길 17-11","202505~202705","신규","-","","","연립다세대"
"81","서울특별시 양천구 목동","504-18","0504","0018","현대예가","전세","29.5500","202504","30","40,000","0","6","2018","목동중앙북로10길 17-11","202505~202705","신규","-","","","연립다세대"
"82","서울특별시 금천구 가산동","238-38","0238","0038","성운쉐르빌","전세","29.4500","202504","30","17,500","0","4","2016","가산로3길 128","202504~202704","갱신","사용","19,100","0","연립다세대"
"83","서울특별시 용산구 용산동2가","21-4","0021","0004","(21-4)","전세","60.9300","202504","30","30,000","0","2","1985","신흥로11길 33","202504~202804","신규","-","","","연립다세대"
"84","서울특별시 금천구 독산동","1014-1","1014","0001","석원에버빌101동","전세","67.2500","202504","30","19,600","0","4","2002","시흥대로120길 6","202506~202706","신규","-","","","연립다세대"
"85","경기도 부천시 소사구 괴안동","163-11","0163","0011","현대맨션9차빌라","월세","44.0800","202504","30","11,300","17","2","2000","부광로35번길 70","202506~202706","신규","-","","","연립다세대"
"86","경기도 부천시 소사구 괴안동","110-14","0110","0014","쌍용A동","월세","36.3600","202504","30","1,000","50","3","1983","범안로7번길 71","202505~202705","신규","-","","","연립다세대"
"87","서울특별시 금천구 독산동","1014-1","1014","0001","석원에버빌101동","전세","67.2500","202504","30","19,600","0","4","2002","시흥대로120길 6","202506~202706","신규","-","","","연립다세대"
"88","경기도 부천시 소사구 괴안동","110-14","0110","0014","쌍용A동","월세","36.3600","202504","30","1,000","50","3","1983","범안로7번길 71","202505~202705","신규","-","","","연립다세대"
"89","서울특별시 금천구 시흥동","998-9","0998","0009","MK.TOWER","월세","16.7500","202504","30","12,100","11","8","2019","금하로 601","202506~202706","갱신","사용","14,200","0","연립다세대"
"90","서울특별시 양천구 신월동","488-19","0488","0019","우정쉐르빌(나)","월세","68.2900","202504","30","3,000","100","2","2003","오목로11길 9","202506~202706","신규","-","","","연립다세대"
"91","서울특별시 양천구 신월동","509-19","0509","0019","주은빌리지","월세","29.8200","202504","30","1,225","62","2","2023","오목로10길 7-5","202504~202704","신규","-","","","연립다세대"
"92","서울특별시 마포구 동교동","197-23","0197","0023","진경하임","월세","14.5200","202504","30","1,000","50","2","2017","월드컵북로6길 82-10","202504~202704","신규","-","","","연립다세대"
"93","서울특별시 마포구 서교동","442-43","0442","0043","(442-43)","월세","20.2000","202504","30","3,000","45","4","2001","성미산로6길 42-9","202506~202706","신규","-","","","연립다세대"
"94","경기도 부천시 원미구 역곡동","27-49","0027","0049","뻐꾸기집","전세","44.5200","202504","30","9,450","0","2","2004","부일로 667-20","202505~202705","갱신","사용","9,000","0","연립다세대"
"95","서울특별시 마포구 서교동","477-20","0477","0020","서교시티빌라","전세","64.6200","202504","30","13,000","0","4","1996","월드컵로12길 54","202505~202704","신규","-","","","연립다세대"
"96","서울특별시 영등포구 영등포동2가","440","0440","0000","시원팰릭스","전세","25.6900","202504","30","26,900","0","8","2018","영등포로53길 36-1","202505~202705","갱신","-","27,300","0","연립다세대"
"97","경기도 부천시 원미구 소사동","40-24","0040","0024","동영그린빌","전세","43.1400","202504","30","13,000","0","2","2008","소사로276번길 39","202506~202706","신규","-","","","연립다세대"
"98","서울특별시 영등포구 영등포동7가","94-52","0094","0052","루브르씨티","전세","25.2900","202504","30","24,900","0","10","2019","버드나루로 81","202505~202705","갱신","사용","25,000","0","연립다세대"
"99","서울특별시 영등포구 영등포동7가","64-40","0064","0040","배영리치빌","월세","47.0600","202504","30","10,000","90","4","2012","국회대로44길 7-4","202506~202606","갱신","사용","20,000","40","연립다세대"
"100","서울특별시 용산구 청파동2가","33-2","0033","0002","은행(33-2)","전세","46.7900","202504","30","13,000","0","2","1977","청파로51길 21","202505~202705","신규","-","","","연립다세대"
"101","경기도 부천시 원미구 춘의동","175-4","0175","0004","산호빌라A동","월세","37.2000","202504","30","1,000","40","5","2003","부천로209번길 53","202505~202705","신규","-","","","연립다세대"
"102","경기도 부천시 원미구 심곡동","420-2","0420","0002","건희","전세","21.1900","202504","30","5,800","0","3","2002","부천로53번길 65","202504~202704","갱신","-","4,000","0","연립다세대"
"103","경기도 부천시 원미구 심곡동","151-14","0151","0014","청담하우스","월세","13.0600","202504","30","300","30","4","2011","부천로40번길 53-7","202505~202605","신규","-","","","연립다세대"
"104","서울특별시 영등포구 양평동4가","254-2","0254","0002","(254-2)","월세","29.3000","202504","30","15,500","15","4","2010","선유로53길 16-10","202507~202707","신규","-","","","연립다세대"
"105","서울특별시 양천구 목동","762-5","0762","0005","현대빌라(762-5)","전세","40.9800","202504","30","10,000","0","-1","1987","목동중앙로 75","202505~202705","신규","-","","","연립다세대"
"106","서울특별시 용산구 원효로1가","19-5","0019","0005","벨류나동","전세","29.2700","202504","30","25,670","0","3","2017","원효로77가길 7-1","202505~202605","갱신","-","25,670","0","연립다세대"
"107","서울특별시 영등포구 양평동4가","178","0178","0000","양평동다세대주택(178-0)","월세","48.3600","202504","30","5,000","70","1","2002","선유로51길 20","202506~202706","신규","-","","","연립다세대"
"108","경기도 안양시 동안구 호계동","925-1","0925","0001","동성A동","전세","36.3600","202504","30","18,000","0","1","1990","경수대로685번길 27","202507~202707","신규","-","","","연립다세대"
"109","서울특별시 양천구 신월동","412-2","0412","0002","신삼호연립","전세","65.0900","202504","30","13,000","0","3","1982","월정로11길 14","202505~203005","신규","-","","","연립다세대"
"110","서울특별시 양천구 목동","781-3","0781","0003","(781-3)","월세","44.9350","202504","30","5,500","125","5","2024","목동중앙남로3길 53","202505~202705","신규","-","","","연립다세대"
"111","서울특별시 용산구 원효로2가","8-1","0008","0001","노블레스빌","월세","29.4600","202504","30","30,000","10","4","2016","원효로71길 19","202506~202706","신규","-","","","연립다세대"
"112","서울특별시 용산구 원효로3가","119-1","0119","0001","119-1","전세","27.6400","202504","30","19,500","0","1","2022","원효로39길 7","202505~202705","신규","-","","","연립다세대"
"113","서울특별시 종로구 명륜1가","5-11","0005","0011","세레노","월세","38.1200","202504","30","6,000","70","2","2001","성균관로 83","202505~202705","신규","-","","","연립다세대"
"114","서울특별시 동작구 상도동","202-145","0202","0145","경광빌라","월세","59.5900","202504","30","17,000","50","1","2003","성대로31길 16-8","202505~202705","신규","-","","","연립다세대"
"115","서울특별시 양천구 목동","713-14","0713","0014","엠펠리체","월세","26.1200","202504","30","18,000","9","5","2016","등촌로 118-1","202505~202705","갱신","사용","19,400","0","연립다세대"
"116","서울특별시 동작구 상도동","202-145","0202","0145","경광빌라","월세","59.5900","202504","30","17,000","50","1","2003","성대로31길 16-8","202505~202705","신규","-","","","연립다세대"
"117","경기도 안산시 상록구 사동","1297-4","1297","0004","초원하우스","월세","35.4000","202504","30","500","50","2","2002","네고지3길 10","202505~202705","신규","-","","","연립다세대"
"118","서울특별시 동작구 동작동","58-62","0058","0062","엘리시아(58-62)","전세","54.3300","202504","30","35,000","0","4","2014","동작대로39가길 35","202504~202606","신규","-","","","연립다세대"
"119","경기도 안양시 만안구 석수동","311-7","0311","0007","한솔씨티빌","월세","58.0650","202504","30","8,000","53","5","2013","석수로16번길 24-14","202505~202704","갱신","-","8,000","60","연립다세대"
"120","경기도 안양시 만안구 석수동","763-17","0763","0017","에메랄드빌라","전세","41.1800","202504","30","12,000","0","1","1988","석수로178번길 9","202505~202705","신규","-","","","연립다세대"
"121","서울특별시 동작구 사당동","260-9","0260","0009","아트라움","전세","29.9500","202504","30","29,500","0","2","2018","사당로17라길 4","202503~202703","신규","-","","","연립다세대"
"122","경기도 안양시 만안구 석수동","772-8","0772","0008","우성빌라(10차)","월세","36.3200","202504","30","500","28","-1","1988","와룡로3번길 24","202504~202507","신규","-","","","연립다세대"
"123","서울특별시 동작구 대방동","391-522","0391","0522","하늘명가(391-522)","전세","12.0000","202504","30","10,000","0","3","2013","대방동27길 95","202505~202705","신규","-","","","연립다세대"
"124","서울특별시 동작구 신대방동","685-2","0685","0002","심쿵하우스","월세","49.8900","202504","30","623","68","5","2019","신대방3길 91","202309~202512","갱신","-","563","69","연립다세대"
"125","서울특별시 동작구 신대방동","339-16","0339","0016","청운하이츠빌라","월세","71.9700","202504","30","25,000","50","1","2000","국사봉2길 21","202506~202706","신규","-","","","연립다세대"
"126","서울특별시 강서구 염창동","282-8","0282","0008","라온빌","월세","29.9400","202504","30","20,600","4","6","2017","공항대로81길 11","202506~202706","신규","-","","","연립다세대"
"127","경기도 안양시 만안구 안양동","342-126","0342","0126","신양빌라5동","전세","44.7000","202504","30","9,000","0","2","1990","명학로 23-1","202505~202705","갱신","-","9,000","0","연립다세대"
"128","서울특별시 동작구 신대방동","721","0721","0000","스마티움(721)","월세","14.5600","202504","30","11,000","25","3","2014","보라매로19길 8","202505~202605","신규","-","","","연립다세대"
"129","경기도 안양시 만안구 안양동","708-237","0708","0237","장원타운","전세","47.4300","202504","30","12,500","0","4","1992","삼덕로63번길 23","202505~202705","신규","-","","","연립다세대"
"130","서울특별시 서대문구 북가좌동","382-1","0382","0001","동하빌라","전세","63.0600","202504","30","22,000","0","3","2001","수색로8가길 21","202504~202704","신규","-","","","연립다세대"
"131","서울특별시 서대문구 북가좌동","337-30","0337","0030","(337-30)","전세","35.7700","202504","30","11,000","0","2","1987","증가로30길 29-4","202504~202704","갱신","-","10,000","0","연립다세대"
"132","서울특별시 관악구 봉천동","100-108","0100","0108","해피빌","전세","33.8700","202504","30","17,000","0","3","2010","행운5길 16-7","202506~202706","신규","-","","","연립다세대"
"133","서울특별시 서대문구 북가좌동","186-113","0186","0113","제일빌라B동","월세","41.4900","202504","30","1,000","40","1","1986","수색로8길 48-3","202506~202706","신규","-","","","연립다세대"
"134","서울특별시 서대문구 북가좌동","282-41","0282","0041","아뜨리움(282-41)","월세","29.8200","202504","30","13,000","20","3","2012","증가로24길 3","202506~202706","신규","-","","","연립다세대"
"135","서울특별시 관악구 봉천동","635-39","0635","0039","대흥빌라","월세","32.3700","202504","30","100","40","-1","1991","국회단지27길 3","202505~202705","신규","-","","","연립다세대"
"136","서울특별시 관악구 봉천동","1674-19","1674","0019","(1674-19)","월세","12.0750","202504","30","1,000","63","6","2019","남부순환로 1879","202505~202604","신규","-","","","연립다세대"
"137","경기도 의정부시 용현동","31-2","0031","0002","용현하이빌","월세","39.9300","202504","30","1,000","45","4","2002","충의로37번길 22-5","202506~202706","신규","-","","","연립다세대"
"138","서울특별시 관악구 봉천동","41-181","0041","0181","준빌라","월세","28.7700","202504","30","1,000","73","1","2011","은천로37길 11","202505~202510","갱신","-","1,000","73","연립다세대"
"139","경기도 의정부시 호원동","258-2","0258","0002","현대프라임","월세","54.3590","202504","30","1,168","31","4","2022","안말로58번길 18","202504~202512","갱신","-","868","31","연립다세대"
"140","서울특별시 용산구 신계동","7-3","0007","0003","DK밸리뷰시티","전세","28.8600","202504","30","24,310","0","3","2019","새창로45길 71","202506~202706","갱신","-","23,153","0","연립다세대"
"141","서울특별시 관악구 신림동","409-130","0409","0130","대영맨숀","월세","59.7400","202504","30","15,000","8","3","1982","신림로41길 25","202506~202506","갱신","-","15,000","8","연립다세대"
"142","서울특별시 서대문구 홍은동","199-1","0199","0001","그랜드파크","전세","58.3400","202504","30","17,000","0","2","1990","연희로41가길 21","202504~202703","갱신","-","19,000","0","연립다세대"
